"DIST_ROAD","s(DIST_ROAD)"
0,-0.250197029669321
100,-0.241865532034041
200,-0.233534412548292
300,-0.225204049361607
400,-0.216874820623517
500,-0.208547104483553
600,-0.200221279091247
700,-0.191897722596132
800,-0.183576813147738
900,-0.175258928895597
1000,-0.166944447989241
1100,-0.158633748578201
1200,-0.15032720881201
1300,-0.142025206840198
1400,-0.133728120812298
1500,-0.125436328877841
1600,-0.117150209186358
1700,-0.108870139887382
1800,-0.100596499130444
1900,-0.0923296650650753
2000,-0.0840700158408081
2100,-0.0758179296071737
2200,-0.067573784513704
2300,-0.0593379587099305
2400,-0.051110830345385
2500,-0.0428927775695989
2600,-0.0346841900746615
2700,-0.0264855057702711
2800,-0.0182971751548674
2900,-0.0101196487269264
3000,-0.00195337698492461
3100,0.00620118957266193
3200,0.014343600447357
3300,0.0224734051406843
3400,0.0305901531541678
3500,0.038693393989331
3600,0.046782677147698
3700,0.0548575521307924
3800,0.062917568440138
3900,0.0709622755772586
4000,0.078991223043678
4100,0.0870039603409201
4200,0.0950000369705085
4300,0.102979002433967
4400,0.11094040623282
4500,0.11888379786859
4600,0.126808726842802
4700,0.134714742656979
4800,0.142601394812645
4900,0.150468232811324
5000,0.15831480615454
5100,0.166140664343816
5200,0.173945356880677
5300,0.181728433266645
5400,0.189489443006574
5500,0.197228033479635
5600,0.204944206194279
5700,0.212638042725629
5800,0.220309624648804
5900,0.227959033538929
6000,0.235586350971124
6100,0.243191658520512
6200,0.250775037762214
6300,0.258336570271352
6400,0.265876337623049
6500,0.273394421392425
6600,0.280890903154604
6700,0.288365864484707
6800,0.295819386957855
6900,0.303251552149172
7000,0.310662441633777
7100,0.318052136986795
7200,0.325420719783346
7300,0.332768271598552
7400,0.340094874007536
7500,0.347400608585418
7600,0.354685556907322
7700,0.361949800548369
7800,0.369193421083681
7900,0.376416500088379
8000,0.383619119137587
8100,0.390801359806424
8200,0.397963303670015
8300,0.40510503230348
8400,0.412226627281941
8500,0.41932817018052
8600,0.42640974257434
8700,0.433471426038522
8800,0.440513302148187
8900,0.447535452478459
9000,0.454537958604458
9100,0.461520902101308
9200,0.468484364544128
9300,0.475428427508042
9400,0.482353172568172
9500,0.489258681299639
9600,0.496145035277565
9700,0.503012316077072
9800,0.509860553277351
9900,0.516689117533532
10000,0.523496927007073
10100,0.530282890986457
10200,0.537045918760165
10300,0.543784919616679
10400,0.550498802844481
10500,0.557186477732054
10600,0.563846853567878
10700,0.570478839640436
10800,0.577081345238209
10900,0.583653279649681
11000,0.590193552163331
11100,0.596701072067643
11200,0.603174748651099
11300,0.60961349120218
11400,0.616016209009368
11500,0.622381811361145
11600,0.628709207545992
11700,0.634997306852393
11800,0.641245156552321
11900,0.647452454891637
12000,0.653619091907753
12100,0.659744957665149
12200,0.66582994222831
12300,0.671873935661719
12400,0.677876828029858
12500,0.68383850939721
12600,0.689758869828258
12700,0.695637799387486
12800,0.701475188139376
12900,0.707270926148411
13000,0.713024903479075
13100,0.718737010195851
13200,0.72440713636322
13300,0.730035172045668
13400,0.735621007307675
13500,0.741164532213726
13600,0.746665636828304
13700,0.752124211215891
13800,0.757540145440971
13900,0.762913329568026
14000,0.76824365366154
14100,0.773531007785995
14200,0.778775282005875
14300,0.783976366385662
14400,0.78913415098984
14500,0.794248525882892
14600,0.7993193811293
14700,0.804346606793548
14800,0.809330092940118
14900,0.814269729633494
15000,0.819165406938159
15100,0.824017014918596
15200,0.828824443639287
15300,0.833587583164715
15400,0.838306323559365
15500,0.842980528416776
15600,0.847609934055686
15700,0.852194238590158
15800,0.856733140126921
15900,0.861226336772703
16000,0.865673526634231
16100,0.870074407818235
16200,0.874428678431442
16300,0.87873603658058
16400,0.882996180372379
16500,0.887208807913565
16600,0.891373617310867
16700,0.895490306671014
16800,0.899558574100733
16900,0.903578117706753
17000,0.907548635595802
17100,0.911469825874608
17200,0.915341386649899
17300,0.919163016028404
17400,0.922934412116851
17500,0.926655273021968
17600,0.930325296850483
17700,0.933944181709124
17800,0.93751162570462
17900,0.941027326943698
18000,0.944490983533088
18100,0.947902293579517
18200,0.951260955189713
18300,0.954566666470405
18400,0.95781912552832
18500,0.961018030470188
18600,0.964163079402736
18700,0.967253970432692
18800,0.970290401666785
18900,0.973272071211742
19000,0.976198677174293
19100,0.979069917661165
19200,0.981885491322754
19300,0.984645370404803
19400,0.987350244021575
19500,0.990000917265438
19600,0.99259819522876
19700,0.995142883003909
