"FISHNET_AB","X","Y","te(X,Y)"
1182,-110.173248014,58.5442023723,-2.83831136863106
1183,-110.046939859,58.5382305899,-3.91270744214229
1244,-111.554251413,58.4988028677,-1.62843913380371
1245,-111.382949401,58.4940842449,-0.524635946296004
1246,-111.211703297,58.4891373302,0.299839754108778
1247,-111.040515712,58.4839622797,0.746066185366476
1248,-110.869389254,58.4785592569,0.800538372232556
1249,-110.698326524,58.4729284321,0.450395951750662
1250,-110.527330118,58.4670699828,-0.32129071622419
1251,-110.356402623,58.4609840935,-1.47325843136259
1252,-110.185546623,58.4546709558,-2.89148420788603
1253,-110.05317923,58.4486265902,-4.09969205981829
1314,-111.56302069,58.4091149298,-1.49180654839202
1315,-111.392152379,58.4044127537,-0.479457822174744
1316,-111.221339506,58.3994830766,0.301976067004145
1317,-111.050584662,58.3943260535,0.752442340492486
1318,-110.879890433,58.3889418466,0.834531424195212
1319,-110.709259397,58.3833306249,0.511063465503679
1320,-110.538694129,58.3774925646,-0.259475110847996
1321,-110.368197196,58.3714278487,-1.45165677023067
1322,-110.19777116,58.3651366672,-2.94226625182037
1323,-110.059381646,58.35898343,-4.28363240125961
1384,-111.571737125,58.3194249059,-1.30121306250312
1385,-111.401299918,58.3147390933,-0.402325332183712
1386,-111.230917686,58.3098265668,0.314085210653971
1387,-111.060592998,58.3046874803,0.752001692033965
1388,-110.890328416,58.2993219944,0.851655638326308
1389,-110.720126501,58.2937302771,0.552308505939206
1390,-110.549989805,58.287912503,-0.211159046869652
1391,-110.379920873,58.2818688538,-1.43219242283231
1392,-110.209922246,58.2755995182,-2.98107236291597
1393,-110.065542092,58.269312148,-4.44989040023044
1455,-111.410392483,58.2250632696,-0.290805215475932
1456,-111.240438322,58.2201678074,0.341778273332666
1457,-111.070541224,58.2150465671,0.750700385329933
1458,-110.900703733,58.2096997082,0.856742954946987
1459,-110.730928386,58.2041273973,0.577549903820293
1460,-110.561217714,58.1983298076,-0.173332672884158
1461,-110.391574243,58.1923071196,-1.4100051821063
1462,-110.222000492,58.1860595204,-2.99957636503244
1463,-110.071673854,58.1796221482,-4.58433618702255
1525,-111.419430532,58.135385288,-0.143474834326019
1526,-111.249901893,58.1305068046,0.390217500541471
1527,-111.080429844,58.1254033211,0.754501144104128
1528,-110.911016905,58.1200749959,0.854833954134869
1529,-110.741665594,58.1145219943,0.590329639610526
1530,-110.572378422,58.1087444882,-0.143318295758321
1531,-110.403157893,58.1027426565,-1.38106252327001
1532,-110.234006505,58.0965166851,-2.99065118036568
1533,-110.077769539,58.0899159378,-4.67375330868967
1581,-113.800374307,58.0901520634,2.10760723295013
1582,-113.63074814,58.0884422791,1.33628479181569
1583,-113.46114263,58.0865067935,0.598452015074506
1584,-113.29156033,58.0843456668,-0.0843271623090688
1585,-113.122003791,58.0819589662,-0.691418955981983
1586,-112.952475563,58.0793467658,-1.20330536253975
1587,-112.782978191,58.0765091468,-1.60176833600303
1588,-112.613514218,58.0734461972,-1.87007214010639
1589,-112.444086186,58.0701580121,-1.99314354308653
1590,-112.27469663,58.0666446935,-1.95774941345543
1591,-112.105348083,58.0629063505,-1.75300676094656
1592,-111.936043076,58.0589430987,-1.39475694866507
1593,-111.766784132,58.0547550612,-0.93939729930568
1594,-111.597573774,58.0503423674,-0.443654594157114
1595,-111.428414518,58.0457051541,0.0400359008914885
1596,-111.259308875,58.0408435647,0.464041126236462
1597,-111.090259351,58.0357577494,0.769324957409209
1598,-110.921268449,58.0304478654,0.851166848892302
1599,-110.752338664,58.0249140767,0.594350555486847
1600,-110.583472486,58.019156554,-0.118677690715292
1601,-110.4146724,58.0131754749,-1.34207937659618
1602,-110.245940884,58.0069710237,-2.94830644648796
1603,-110.083826214,58.0001980978,-4.70556089807242
1651,-113.803380724,58.0003158883,1.0669598435533
1652,-113.63417936,57.998612031,0.600880306137184
1653,-113.464998481,57.9966832542,0.159339533600331
1654,-113.295840619,57.9945296175,-0.243467096607352
1655,-113.126708305,57.9921511877,-0.594224237817106
1656,-112.957604066,57.9895480383,-0.880669763247685
1657,-112.788530427,57.9867202498,-1.09176522770557
1658,-112.619489911,57.9836679096,-1.21786312699924
1659,-112.450485037,57.9803911121,-1.25087040673314
1660,-112.28151832,57.9768899585,-1.18440761998039
1661,-112.112592273,57.9731645569,-1.01408764830745
1662,-111.943709404,57.9692150223,-0.750503701038837
1663,-111.774872218,57.9650414766,-0.428279627417572
1664,-111.606083215,57.9606440485,-0.0816182738180638
1665,-111.43734489,57.9560228734,0.259007591167255
1666,-111.268659736,57.9511780938,0.567286880934316
1667,-111.100030237,57.9461098588,0.80099972814087
1668,-110.931458875,57.9408183243,0.851161458459252
1669,-110.762948125,57.9353036531,0.593506634447931
1670,-110.594500457,57.9295660146,-0.0971193276785724
1671,-110.426118336,57.923605585,-1.29043681216388
1672,-110.257804219,57.9174225472,-2.86762398631684
1673,-110.090501596,57.9107397355,-4.66055644652216
1674,-110.007871327,57.8766249065,-5.56622439830935
1721,-113.80636919,57.9104783374,0.0409970678163309
1722,-113.637590094,57.9087803776,-0.132311687694128
1723,-113.468831314,57.9068582761,-0.289544116170408
1724,-113.30009536,57.9047120922,-0.423388739258958
1725,-113.131384743,57.9023418919,-0.527331914563364
1726,-112.962701968,57.8997477484,-0.59581208454588
1727,-112.79404954,57.8969297415,-0.624370123833263
1728,-112.625429961,57.8938879579,-0.609795137746393
1729,-112.456845729,57.8906224913,-0.550265005220518
1730,-112.28829934,57.8871334421,-0.44548091529351
1731,-112.119793283,57.8834209176,-0.296822111445725
1732,-111.951330049,57.879485032,-0.111608372148163
1733,-111.78291212,57.8753259061,0.0941373058377719
1734,-111.614541976,57.8709436677,0.305759385511218
1735,-111.446222092,57.8663384512,0.511599134767727
1736,-111.27795494,57.861510398,0.703314300445275
1737,-111.109742985,57.8564596561,0.85520618361583
1738,-110.941588687,57.8511863803,0.860398489780824
1739,-110.773494503,57.8456907319,0.591906334929521
1740,-110.605462881,57.8399728791,-0.076405672815109
1741,-110.437496267,57.8340329969,-1.22409994156558
1742,-110.269597098,57.8278712668,-2.74469126660135
1743,-110.101767806,57.8214878768,-4.48593435744362
1744,-110.012451081,57.8102173447,-5.43900396632606
1791,-113.809339853,57.8206394096,-0.934519167152847
1792,-113.640980513,57.818947318,-0.838010567309499
1793,-113.47264132,57.8170318587,-0.733132870336584
1794,-113.304324765,57.8148930904,-0.618711460989096
1795,-113.136033337,57.8125310789,-0.494256803896655
1796,-112.967769523,57.8099458965,-0.360093524071145
1797,-112.799535805,57.8071376226,-0.217484464739407
1798,-112.631334664,57.8041063432,-0.068748920328948
1799,-112.46316858,57.8008521513,0.0826258170608009
1800,-112.295040025,57.7973751465,0.231880502858201
1801,-112.126951472,57.7936754353,0.372894256500708
1802,-111.958905387,57.789753131,0.49995154116851
1803,-111.790904235,57.7856083535,0.611636066953618
1804,-111.622950475,57.7812412297,0.708905800827695
1805,-111.455046562,57.7766518929,0.794819983685111
1806,-111.287194947,57.7718404835,0.874722271185435
1807,-111.119398074,57.7668071482,0.937421234161953
1808,-110.951658386,57.7615520407,0.884594434642044
1809,-110.783978317,57.7560753213,0.593889306187556
1810,-110.616360297,57.7503771568,-0.0542441667518085
1811,-110.448806751,57.7444577207,-1.14153513406122
1812,-110.281320098,57.7383171932,-2.57653328017377
1813,-110.113902749,57.731955761,-4.21701233422898
1814,-110.018348919,57.7244286708,-5.18129463435417
1861,-113.812292861,57.7307991038,-1.82308665148215
1862,-113.644350783,57.7291128513,-1.49010370137254
1863,-113.476428687,57.7272040013,-1.15546372040093
1864,-113.308529043,57.725072612,-0.823127347729435
1865,-113.140654318,57.7227187487,-0.497598448184713
1866,-112.97280698,57.7201424831,-0.184022048925151
1867,-112.804989491,57.717343894,0.111723833085961
1868,-112.637204311,57.7143230669,0.382943385008488
1869,-112.469453899,57.7110800939,0.622046245633141
1870,-112.301740709,57.707615074,0.820479842585577
1871,-112.134067191,57.7039281128,0.968680835564321
1872,-111.966435793,57.7000193227,1.06129765748043
1873,-111.798848959,57.6958888229,1.10682638552097
1874,-111.631309127,57.6915367391,1.11697561336854
1875,-111.463818734,57.6869632037,1.104506642443
1876,-111.296380209,57.682168356,1.08325920844565
1877,-111.128995979,57.6771523417,1.05285902692539
1878,-110.961668464,57.6719153132,0.929572367972845
1879,-110.79440008,57.6664574296,0.604036907927092
1880,-110.627193238,57.6607788565,-0.0281790419637285
1881,-110.460050342,57.6548797661,-1.04162662256172
1882,-110.292973792,57.6487603372,-2.36104269899883
1883,-110.12596598,57.6424207551,-3.8593211248583
1884,-110.024394002,57.6359532991,-4.79508340043245
1931,-113.815228359,57.6409574189,-2.58747370910111
1932,-113.647701072,57.6392769767,-2.06165755347963
1933,-113.480193602,57.6373747033,-1.53968714736077
1934,-113.3127084,57.6352506566,-1.02940979799326
1935,-113.145247913,57.6329049012,-0.539046432693192
1936,-112.977814588,57.6303375085,-0.0772520969118148
1937,-112.810410867,57.6275485565,0.346830594711205
1938,-112.643039191,57.6245381302,0.723525539906756
1939,-112.475701997,57.6213063209,1.0425858334595
1940,-112.308401719,57.6178532268,1.29316581015844
1941,-112.141140789,57.6141789528,1.46380724216063
1942,-111.973921635,57.6102836106,1.5487935508026
1943,-111.806746679,57.6061673181,1.56125766394476
1944,-111.639618341,57.6018302004,1.51787576932819
1945,-111.472539036,57.5972723888,1.43519821821351
1946,-111.305511177,57.5924940215,1.32952060843498
1947,-111.138537168,57.5874952432,1.2060892992054
1948,-110.97161941,57.582276205,1.00095491995182
1949,-110.804760302,57.5768370649,0.627016885243342
1950,-110.637962232,57.5711779872,0.00422068105993548
1951,-110.471227588,57.565299143,-0.924453519908226
1952,-110.304558747,57.5592007095,-2.09950603323507
1953,-110.137958085,57.5528828707,-3.41485820182457
1954,-110.030444928,57.5468182402,-4.28059640538601
2001,-113.818146491,57.5511143537,-3.19564176340713
2002,-113.651031542,57.5494396932,-2.52888595332676
2003,-113.483936249,57.5475439641,-1.86990932981597
2004,-113.316863041,57.5454272239,-1.22898194078407
2005,-113.149814346,57.5430895366,-0.616571802778056
2006,-112.982792591,57.5405309731,-0.0433721985492554
2007,-112.815800198,57.537751611,0.479676830296143
2008,-112.648839587,57.5347515343,0.941373471203911
2009,-112.481913177,57.5315308338,1.33024631580432
2010,-112.315023381,57.5280896071,1.63455435340069
2011,-112.148172612,57.5244279582,1.84229602613885
2012,-111.981363277,57.5205459977,1.94688770603105
2013,-111.81459778,57.5164438431,1.96066076020974
2014,-111.64787852,57.5121216181,1.89919273532047
2015,-111.481207894,57.5075794534,1.7769358842435
2016,-111.314588293,57.5028174858,1.60699126559062
2017,-111.148022103,57.4978358591,1.39493415402261
2018,-110.981511708,57.4926347233,1.10000925946717
2019,-110.815059483,57.4872142352,0.665662539488705
2020,-110.648667801,57.4815745578,0.0438285980697863
2021,-110.482339027,57.4757158609,-0.79632419293083
2022,-110.316075523,57.4696383205,-1.80892787425026
2023,-110.149879644,57.4633421191,-2.91406183636796
2024,-110.036463987,57.4574309723,-3.67388491563123
2071,-113.821047399,57.4612699071,-3.64346810530116
2072,-113.654342357,57.459601,-2.88548922948222
2073,-113.48765681,57.4577117831,-2.13757326345921
2074,-113.320993169,57.4556023135,-1.41107792401599
2075,-113.15435384,57.4532726548,-0.717413025227756
2076,-112.987741231,57.4507228774,-0.0680402572561884
2077,-112.821157745,57.447953058,0.525531817201137
2078,-112.654605783,57.4449632804,1.05175801372735
2079,-112.488087742,57.4417536345,1.49907261480927
2080,-112.321606017,57.438324217,1.85591175188171
2081,-112.155163001,57.4346751314,2.11074254925665
2082,-111.988761081,57.4308064874,2.25604911242943
2083,-111.822402642,57.4267184015,2.29919036211243
2084,-111.656090065,57.4224109966,2.24976583434189
2085,-111.489825725,57.4178844023,2.11551806896207
2086,-111.323611996,57.4131387546,1.90204078461462
2087,-111.157451245,57.4081741959,1.61055358538425
2088,-110.991345834,57.4029908754,1.22377977860832
2089,-110.825298121,57.3975889484,0.721104847443839
2090,-110.65931046,57.391968577,0.0912094096032783
2091,-110.493385197,57.3861299294,-0.664439142317047
2092,-110.327524674,57.3800731806,-1.50924608981848
2093,-110.161731228,57.3737985116,-2.3924320109467
2094,-110.042459623,57.367914605,-3.01831450145532
2141,-113.823931222,57.3714240779,-3.93557001004963
2142,-113.657633676,57.3697608961,-3.13055038687636
2143,-113.491355466,57.3678781597,-2.3365287178026
2144,-113.325098982,57.3657759252,-1.56484324629874
2145,-113.158866615,57.3634542559,-0.826766680533742
2146,-112.992660749,57.3609132216,-0.133483911493117
2147,-112.826483769,57.3581528986,0.503933896288696
2148,-112.660338056,57.3551733697,1.07455940015549
2149,-112.494225989,57.3519747244,1.5676436643221
2150,-112.328149944,57.3485570587,1.97265562950299
2151,-112.162112292,57.3449204752,2.27932676301703
2152,-111.996115404,57.3410650828,2.47954469747926
2153,-111.830161643,57.3369909972,2.57293610903607
2154,-111.664253371,57.3326983403,2.55952650593223
2155,-111.498392946,57.3281872408,2.43700775955227
2156,-111.332582721,57.3234578335,2.20041022787887
2157,-111.166825045,57.31851026,1.84279125411356
2158,-111.00112226,57.3133446682,1.36797742178685
2159,-110.835476707,57.3079612124,0.793763645617226
2160,-110.669890719,57.3023600533,0.147563648565296
2161,-110.504366625,57.296541358,-0.533589682409259
2162,-110.338906748,57.2905053,-1.21669653122072
2163,-110.173513405,57.2842520592,-1.8809437106564
2164,-110.048427736,57.2783230067,-2.35520267062216
2216,-112.99755138,57.2711020062,-0.222255575539149
2217,-112.831778525,57.2683511332,0.434227615507047
2218,-112.666036683,57.2653818033,1.0296486289724
2219,-112.500328215,57.2621941053,1.55477342022697
2220,-112.334655477,57.2587881343,2.00074858984852
2221,-112.169020821,57.2551639921,2.35915646228399
2222,-112.003426598,57.2513217871,2.62184304196817
2223,-111.837875153,57.2472616338,2.7792504126955
2224,-111.67236883,57.2429836535,2.81948210670927
2225,-111.506909967,57.2384879736,2.72807385174977
2226,-111.341500897,57.2337747282,2.4876587060697
2227,-111.176143952,57.2288440576,2.08046081609414
2228,-111.010841455,57.2236961088,1.52705527917586
2229,-110.845595727,57.2183310348,0.883245431623793
2230,-110.680409084,57.2127489952,0.214471615851786
2231,-110.515283835,57.2069501558,-0.40641600211099
2232,-110.350222286,57.2009346889,-0.944021246890032
2233,-110.185226735,57.194702773,-1.40619170556514
2234,-110.05437287,57.1886846646,-1.72358140387785
2286,-113.002413359,57.1812892314,-0.317237068458773
2287,-112.837042267,57.1785477628,0.335553477658493
2288,-112.671701937,57.1755885825,0.936870037994592
2289,-112.506394711,57.1724117786,1.47948450783481
2290,-112.341122926,57.1690174457,1.95666103679599
2291,-112.175888916,57.1654056848,2.36221665528069
2292,-112.010695012,57.1615766033,2.68858301504104
2293,-111.845543542,57.157530315,2.91674140272791
2294,-111.680436829,57.1532669403,3.02174231814703
2295,-111.515377193,57.1487866056,2.97606107032086
2296,-111.350366949,57.144089444,2.74928775348542
2297,-111.185408409,57.1391755949,2.31143645185403
2298,-111.020503879,57.134045204,1.69421300608529
2299,-110.855655662,57.1286984233,0.988236495254862
2300,-110.690866053,57.1231354112,0.29364805185331
2301,-110.526137346,57.1173563322,-0.283686449843176
2302,-110.361471825,57.1113613574,-0.700696202220772
2303,-110.196871773,57.1051506639,-0.990548350712731
2304,-110.060284338,57.0990133856,-1.16024716142104
2356,-113.007246918,57.0914748977,-0.401643855977941
2357,-112.842275245,57.088742788,0.226838255615213
2358,-112.677334087,57.0857937083,0.816024641908538
2359,-112.512425765,57.082627746,1.36098290205218
2360,-112.347552599,57.0792449951,1.85733537364656
2361,-112.182716904,57.0756455557,2.30132061956442
2362,-112.017920992,57.0718295345,2.68654109975227
2363,-111.853167173,57.0677970445,2.98526334910692
2364,-111.68845775,57.063548205,3.1595415193925
2365,-111.523795025,57.0590831417,3.16905403613212
2366,-111.359181296,57.0544019866,2.9708576803786
2367,-111.194618856,57.0495048781,2.52275031794028
2368,-111.030109991,57.0443919607,1.86141254254192
2369,-110.865656987,57.0390633855,1.10641244297706
2370,-110.701262121,57.0335193095,0.38671923241116
2371,-110.536927668,57.0277598962,-0.164578515133613
2372,-110.372655895,57.0217853152,-0.493164081561558
2373,-110.208449067,57.0155957425,-0.652330419249122
2374,-110.066160147,57.0093195971,-0.699716820236031
2426,-113.012052286,57.0016590053,-0.459028966246027
2427,-112.847477708,56.9989362095,0.126785806774587
2428,-112.6829334,56.9959971818,0.686854208228622
2429,-112.518421664,56.992842009,1.21863362701147
2430,-112.353944802,56.9894707844,1.72015155138755
2431,-112.189505109,56.9858836073,2.19006336529117
2432,-112.02510488,56.9820805837,2.62359752120824
2433,-111.860746406,56.9780618257,2.9859047069843
2434,-111.696431972,56.9738274517,3.22725733334527
2435,-111.532163862,56.9693775866,3.29593574823826
2436,-111.367944355,56.9647123613,3.13809627877153
2437,-111.203775725,56.9598319131,2.70069636705954
2438,-111.039660242,56.9547363857,2.01940435439435
2439,-110.875600172,56.9494259287,1.23436325897009
2440,-110.711597776,56.9439006983,0.495021329289639
2441,-110.547655309,56.9381608567,-0.0469610823866112
2442,-110.383775021,56.9322065722,-0.325071596144037
2443,-110.219959158,56.9260380195,-0.405974242917004
2444,-110.072001672,56.919609079,-0.374287824719817
2496,-113.016829689,56.9118415545,-0.473286581511328
2497,-112.8526499,56.9091280279,0.0538684140264745
2498,-112.688500139,56.9061990041,0.569026015924884
2499,-112.524382689,56.9030545691,1.07193679470754
2500,-112.360299833,56.8996948155,1.56289153124699
2501,-112.196253849,56.8961198421,2.04277216448806
2502,-112.032247013,56.8923297539,2.50869755105772
2503,-111.868281597,56.8883246622,2.92098134760594
2504,-111.70435987,56.8841046846,3.22046303591935
2505,-111.540484096,56.8796699449,3.3465322608948
2506,-111.376656536,56.8750205733,3.23716062175833
2507,-111.212879446,56.870156706,2.83114456228996
2508,-111.049155079,56.8650784855,2.15793135537958
2509,-110.885485683,56.8597860605,1.36757588047634
2510,-110.7218735,56.8542795859,0.619334094534724
2511,-110.558320769,56.8485592227,0.072367057223201
2512,-110.394829721,56.8426251381,-0.196665087084731
2513,-110.231402585,56.8364775054,-0.259532985419024
2514,-110.077810814,56.8298857278,-0.20828862269173
2566,-113.021579352,56.8220225456,-0.4315742994627
2567,-112.857792066,56.819318244,0.0229396353384477
2568,-112.694034566,56.8163991762,0.478416744160871
2569,-112.530309121,56.8132654278,0.936716171027573
2570,-112.366617992,56.8099170905,1.400199281175
2571,-112.202963441,56.8063542625,1.87177705508337
2572,-112.039347726,56.8025770479,2.3506792088796
2573,-111.8757731,56.7985855574,2.79508735597859
2574,-111.712241814,56.7943799075,3.13951895279181
2575,-111.548756115,56.7899602213,3.31753976574407
2576,-111.385318245,56.7853266279,3.26197591819845
2577,-111.221930444,56.7804792626,2.90642864236501
2578,-111.058594946,56.7754182667,2.27002988451397
2579,-110.89531398,56.770143788,1.50139198286573
2580,-110.732089773,56.7646559801,0.758602870369254
2581,-110.568924544,56.7589550029,0.197489051449176
2582,-110.405820509,56.7530410224,-0.0990157821608912
2583,-110.242779877,56.7469142106,-0.199285952190309
2584,-110.083589653,56.7401523677,-0.190885859663812
2636,-113.026301497,56.732201979,-0.334439756573626
2637,-112.862904443,56.7295068584,0.0347765905591615
