"FISHNET_AB","X","Y","te(X,Y)"
2638,-112.69953694,56.7265976992,0.417004716825324
2639,-112.536201235,56.7234745865,0.816078855567523
2640,-112.372899573,56.7201376112,1.23630130769535
2641,-112.209634198,56.7165868708,1.68248690472133
2642,-112.046407349,56.7128224688,2.15612027235692
2643,-111.883221262,56.7088445147,2.61559911072901
2644,-111.72007817,56.7046531246,2.99198547625804
2645,-111.556980303,56.7002484205,3.21576055454112
2646,-111.393929885,56.6956305304,3.21725498637513
2647,-111.230929138,56.6907995887,2.92756627833469
2648,-111.067980279,56.6857557359,2.35332269349733
2649,-110.905085519,56.6804991184,1.63183762466393
2650,-110.742247066,56.6750298889,0.910352548447913
2651,-110.579467125,56.669348206,0.331830647349464
2652,-110.416747892,56.6634542346,-0.0202819637020428
2653,-110.25409156,56.6573481453,-0.204255196366982
2654,-110.091553759,56.6510072367,-0.29775423247123
2655,-110.009266785,56.62888276,-0.386628402719266
2706,-113.030996342,56.6423798549,-0.186283149622313
2707,-112.867987271,56.6396938717,0.0864176809174328
2708,-112.705007515,56.6367945742,0.383367654404218
2709,-112.542059304,56.6336820467,0.710257850282639
2710,-112.379144867,56.6303563796,1.0732171796689
2711,-112.216266427,56.6268176695,1.47885428030639
2712,-112.053426208,56.6230660192,1.930942658948
2713,-111.890626428,56.6191015377,2.3899693514064
2714,-111.727869302,56.6149243398,2.78605495523247
2715,-111.565157042,56.6105345468,3.04898623235166
2716,-111.402491855,56.6059322858,3.10890292645043
2717,-111.239875944,56.6011176902,2.89680512769506
2718,-111.077311511,56.5960908995,2.40634120924419
2719,-110.914800749,56.5908520589,1.75533305076153
2720,-110.752345849,56.5854013201,1.0717737425832
2721,-110.589948996,56.5797388406,0.477546864285626
2722,-110.427612373,56.573864784,0.0495462055529185
2723,-110.265338154,56.5677793196,-0.255659887420791
2724,-110.10312851,56.5614826232,-0.5002968269623
2725,-110.014282985,56.5524975995,-0.65150561555492
2776,-113.035664106,56.5525561736,0.00833673889742965
2777,-112.873040784,56.5498792846,0.174719458367277
2778,-112.710446544,56.5469898021,0.375874363048431
2779,-112.5478836,56.5438878098,0.619246192415217
2780,-112.385354162,56.5405733974,0.912691048054672
2781,-112.222860436,56.5370466608,1.2645160564186
2782,-112.060404629,56.5333077022,1.68074210548298
2783,-111.89798894,56.5293566295,2.12538177771534
2784,-111.735615568,56.5251935569,2.52978037840095
2785,-111.573286706,56.5208186047,2.82508045464896
2786,-111.411004546,56.5162318992,2.94319910948963
2787,-111.248771273,56.5114335728,2.81710345394699
2788,-111.086589071,56.5064237637,2.42833802980334
2789,-110.924460116,56.5012026165,1.86873030917853
2790,-110.762386582,56.4957702816,1.23986634742782
2791,-110.600370638,56.4901269152,0.635645703775935
2792,-110.438414449,56.4842726798,0.118710665856531
2793,-110.276520171,56.4782077437,-0.336884167883932
2794,-110.114689961,56.471932281,-0.772264369089211
2795,-110.020002017,56.4650306542,-1.04812126321098
2846,-113.040305002,56.4627309352,0.244705573136596
2847,-112.878065214,56.4600630976,0.296360023152017
2848,-112.715854278,56.4571833839,0.392688823195014
2849,-112.55367439,56.4540918771,0.542801835873176
2850,-112.391527743,56.4507886665,0.756197429751607
2851,-112.229416527,56.4472738471,1.04280026328011
2852,-112.06734293,56.4435475203,1.41078968811102
2853,-111.905309135,56.4396097934,1.82874471113284
2854,-111.743317322,56.4354607798,2.23105872660859
2855,-111.581369669,56.4311005987,2.55194929139166
2856,-111.419468349,56.4265293756,2.72675166186076
2857,-111.257615532,56.4217472419,2.6920956188538
2858,-111.095813382,56.416754335,2.4192895107857
2859,-110.934064061,56.4115507982,1.96936356650153
2860,-110.772369725,56.4061367808,1.41154907740202
2861,-110.610732526,56.4005124381,0.806120491853094
2862,-110.449154611,56.3946779312,0.193795141778885
2863,-110.287638122,56.3886334273,-0.433399448120237
2864,-110.126185197,56.3823790993,-1.09073160988304
2865,-110.025784295,56.3761886419,-1.53202614513511
2916,-113.044919244,56.3729041402,0.517956224336094
2917,-112.88306079,56.3702453114,0.447842354260976
2918,-112.721230963,56.3673753206,0.431774180157997
2919,-112.559431938,56.3642942502,0.480452400434681
2920,-112.397665893,56.3610021887,0.604946848077993
2921,-112.235934999,56.3574992306,0.816732734480179
2922,-112.074241428,56.3537854765,1.12603383511265
2923,-111.912587346,56.3498610329,1.50668561756138
2924,-111.750974916,56.3457260122,1.89761560501763
2925,-111.589406299,56.3413805331,2.23751337974989
2926,-111.42788365,56.33682472,2.46645429433111
2927,-111.266409122,56.3320587033,2.52605471961655
2928,-111.104984864,56.3270826195,2.37989373974374
2929,-110.94361302,56.3218966108,2.05509270472155
2930,-110.78229573,56.3165008255,1.58375975482596
2931,-110.621035128,56.3108954176,0.988087310187789
2932,-110.459833346,56.3050805473,0.279836823902194
2933,-110.298692509,56.2990563804,-0.532682980175191
2934,-110.137614737,56.2928230886,-1.4350294023394
2935,-110.031563611,56.2869117224,-2.07930638929556
2987,-112.888027742,56.2804259266,0.625497566362426
2988,-112.726576844,56.2775656131,0.490896633902423
2989,-112.565156507,56.2744949303,0.431499812511306
2990,-112.40376889,56.2712139658,0.459891342048936
2991,-112.242416149,56.2677228135,0.589043599496329
2992,-112.081100437,56.2640215733,0.831102862097007
2993,-111.919823904,56.2601103509,1.16554645144457
2994,-111.758588697,56.255989258,1.53699111498276
2995,-111.597396959,56.2516584122,1.88968177336442
2996,-111.436250828,56.2471179372,2.1694453991837
2997,-111.275152442,56.2423679625,2.32385257959877
2998,-111.114103932,56.2374086233,2.31156413313967
3060,-112.409837011,56.1814239995,0.32172983234102
3061,-112.248860269,56.1779445981,0.36217362206928
3062,-112.087920267,56.1742558135,0.530307978546937
3063,-111.927019136,56.1703577508,0.811379802813553
3064,-111.766159009,56.1662505208,1.15652688119834
3065,-111.60534201,56.1619342403,1.51632741406781
3066,-111.444570262,56.1574090321,1.84306930583491
3067,-111.283845886,56.1526750247,2.09091731553998
3068,-111.123170996,56.1477323525,2.21641893885464
3130,-112.415870528,56.0916322916,0.190913366006487
3131,-112.255267649,56.0881645865,0.138280371984725
3132,-112.094701223,56.0844881997,0.227646729791718
3133,-111.934173366,56.0806032356,0.449945775114589
3134,-111.773686191,56.0765098042,0.763354207478038
3135,-111.613241808,56.0722080216,1.12526417508674
3136,-111.452842325,56.0676980095,1.49483962943877
3137,-111.292489843,56.0629798955,1.83318254648072
3200,-112.421869712,56.0018388438,0.0676502303645123
3201,-112.261638577,55.9983827808,-0.0807557452519347
3204,-111.78117058,55.986767112,0.364383285870578
3205,-111.621096708,55.9824797602,0.72422538362034
3206,-111.461067385,55.977984874,1.13240461434466
3207,-111.301084698,55.9732825801,1.55701995103763
