fishnet_id,date,day_of_year,latitude,longitude,forest_area,region_ci,nsr_numerical_code,ffmc_interpolated,logit,probability
1655,2020-08-01,214,57.9922,-113.1267,Fort McMurray Forest Area,East Boreal,6,90.0,-12.750113240524,2.901983e-06
1656,2020-08-01,214,57.9895,-112.9576,Fort McMurray Forest Area,East Boreal,6,90.0,-12.527316263807,3.62622e-06
1657,2020-08-01,214,57.9867,-112.7885,Fort McMurray Forest Area,East Boreal,6,90.1,-13.735223316531,1.083597e-06
1658,2020-08-01,214,57.9837,-112.6195,Fort McMurray Forest Area,East Boreal,21,90.4,-12.165242983625,5.208346e-06
1659,2020-08-01,214,57.9804,-112.4505,Fort McMurray Forest Area,East Boreal,6,90.5,-12.78995549623,2.788635e-06
1660,2020-08-01,214,57.9769,-112.2815,Fort McMurray Forest Area,East Boreal,6,90.1,-12.517685992583,3.66131e-06
1661,2020-08-01,214,57.9732,-112.1126,Fort McMurray Forest Area,East Boreal,1,89.3,-12.106903420873,5.521235e-06
1662,2020-08-01,214,57.9692,-111.9437,Fort McMurray Forest Area,East Boreal,1,88.4,-13.862004848953,9.54569e-07
1663,2020-08-01,214,57.965,-111.7749,Fort McMurray Forest Area,East Boreal,1,87.8,-12.283952012901,4.625359e-06
1664,2020-08-01,214,57.9606,-111.6061,Fort McMurray Forest Area,East Boreal,12,87.6,-13.047269648404,2.155966e-06
1665,2020-08-01,214,57.956,-111.4373,Fort McMurray Forest Area,East Boreal,12,87.8,-11.178957305649,1.3964792e-05
1666,2020-08-01,214,57.9512,-111.2687,Fort McMurray Forest Area,East Boreal,12,88.1,-10.087381411518,4.1599475e-05
1667,2020-08-01,214,57.9461,-111.1,Fort McMurray Forest Area,East Boreal,12,88.5,-6.201559186597,0.002022171378
1668,2020-08-01,214,57.9408,-110.9315,Fort McMurray Forest Area,East Boreal,12,89.0,-7.150378654262,0.000783951883
1669,2020-08-01,214,57.9353,-110.7629,Fort McMurray Forest Area,East Boreal,12,89.6,-10.926781696226,1.7970129e-05
1670,2020-08-01,214,57.9296,-110.5945,Fort McMurray Forest Area,East Boreal,12,90.1,-12.265464228805,4.711666e-06
1671,2020-08-01,214,57.9236,-110.4261,Fort McMurray Forest Area,East Boreal,12,90.6,-13.204132664032,1.842966e-06
1672,2020-08-01,214,57.9174,-110.2578,Fort McMurray Forest Area,East Boreal,12,90.9,-14.657511021611,4.30848e-07
1673,2020-08-01,214,57.9107,-110.0905,Fort McMurray Forest Area,East Boreal,12,91.2,-16.905570796199,4.5499e-08
1674,2020-08-01,214,57.8766,-110.0079,Fort McMurray Forest Area,East Boreal,12,91.3,-15.665441003442,1.57248e-07
1721,2020-08-01,214,57.9105,-113.8064,Fort McMurray Forest Area,East Boreal,1,90.2,-12.071220155717,5.721807e-06
1722,2020-08-01,214,57.9088,-113.6376,Fort McMurray Forest Area,East Boreal,1,90.1,-11.093165311632,1.5215734e-05
1723,2020-08-01,214,57.9069,-113.4688,Fort McMurray Forest Area,East Boreal,1,89.9,-13.260898552509,1.741262e-06
1724,2020-08-01,214,57.9047,-113.3001,Fort McMurray Forest Area,East Boreal,6,89.7,-12.437942548479,3.965231e-06
1725,2020-08-01,214,57.9023,-113.1314,Fort McMurray Forest Area,East Boreal,21,89.5,-12.582089529296,3.432942e-06
1726,2020-08-01,214,57.8997,-112.9627,Fort McMurray Forest Area,East Boreal,21,89.4,-12.845664623841,2.637531e-06
1727,2020-08-01,214,57.8969,-112.794,Fort McMurray Forest Area,East Boreal,21,89.6,-12.536822601036,3.591911e-06
1728,2020-08-01,214,57.8939,-112.6254,Fort McMurray Forest Area,East Boreal,21,89.9,-11.658513417703,8.645064e-06
1729,2020-08-01,214,57.8906,-112.4568,Fort McMurray Forest Area,East Boreal,6,90.1,-18.047746847662,1.452e-08
1730,2020-08-01,214,57.8871,-112.2883,Fort McMurray Forest Area,East Boreal,6,89.8,-12.478173413743,3.808873e-06
1731,2020-08-01,214,57.8834,-112.1198,Fort McMurray Forest Area,East Boreal,21,89.0,-13.264383833829,1.735204e-06
1732,2020-08-01,214,57.8795,-111.9513,Fort McMurray Forest Area,East Boreal,21,88.1,-12.2499162058,4.785495e-06
1733,2020-08-01,214,57.8753,-111.7829,Fort McMurray Forest Area,East Boreal,1,87.5,-23.081476843138,9.5e-11
1734,2020-08-01,214,57.8709,-111.6145,Fort McMurray Forest Area,East Boreal,12,87.4,-12.262434422868,4.725963e-06
1735,2020-08-01,214,57.8663,-111.4462,Fort McMurray Forest Area,East Boreal,12,87.6,-11.387695096681,1.1333967e-05
1736,2020-08-01,214,57.8615,-111.278,Fort McMurray Forest Area,East Boreal,12,88.0,-8.758161438204,0.000157148616
1737,2020-08-01,214,57.8565,-111.1097,Fort McMurray Forest Area,East Boreal,12,88.5,-6.776292307549,0.001139196427
1738,2020-08-01,214,57.8512,-110.9416,Fort McMurray Forest Area,East Boreal,1,89.0,-9.232420923167,9.7806577e-05
1739,2020-08-01,214,57.8457,-110.7735,Fort McMurray Forest Area,East Boreal,1,89.5,-9.641012808611,6.5002956e-05
1740,2020-08-01,214,57.84,-110.6055,Fort McMurray Forest Area,East Boreal,1,90.1,-10.265101745833,3.482634e-05
1741,2020-08-01,214,57.834,-110.4375,Fort McMurray Forest Area,East Boreal,1,90.5,-12.141391230068,5.334067e-06
1742,2020-08-01,214,57.8279,-110.2696,Fort McMurray Forest Area,East Boreal,1,90.9,-13.127686972969,1.989377e-06
1743,2020-08-01,214,57.8215,-110.1018,Fort McMurray Forest Area,East Boreal,12,91.2,-14.592655548687,4.59716e-07
1744,2020-08-01,214,57.8102,-110.0125,Fort McMurray Forest Area,East Boreal,12,91.3,-17.690342904267,2.0758e-08
1791,2020-08-01,214,57.8206,-113.8093,Fort McMurray Forest Area,East Boreal,1,89.9,-13.679380252819,1.14583e-06
1792,2020-08-01,214,57.8189,-113.641,Fort McMurray Forest Area,East Boreal,1,89.7,-12.091540939391,5.60671e-06
1793,2020-08-01,214,57.817,-113.4726,Fort McMurray Forest Area,East Boreal,6,89.5,-12.207334233786,4.993671e-06
1794,2020-08-01,214,57.8149,-113.3043,Fort McMurray Forest Area,East Boreal,21,89.3,-11.910825957296,6.717244e-06
1795,2020-08-01,214,57.8125,-113.136,Fort McMurray Forest Area,East Boreal,21,89.0,-12.48719573738,3.774663e-06
1796,2020-08-01,214,57.8099,-112.9678,Fort McMurray Forest Area,East Boreal,21,88.8,-12.39748439624,4.128945e-06
1797,2020-08-01,214,57.8071,-112.7995,Fort McMurray Forest Area,East Boreal,6,89.0,-12.904239268222,2.487477e-06
1798,2020-08-01,214,57.8041,-112.6313,Fort McMurray Forest Area,East Boreal,6,89.3,-11.920088602669,6.655312e-06
1799,2020-08-01,214,57.8009,-112.4632,Fort McMurray Forest Area,East Boreal,6,89.6,-12.752500731093,2.895063e-06
1800,2020-08-01,214,57.7974,-112.295,Fort McMurray Forest Area,East Boreal,21,89.3,-11.084653102181,1.5345804e-05
1801,2020-08-01,214,57.7937,-112.127,Fort McMurray Forest Area,East Boreal,21,88.6,-12.218796786942,4.936758e-06
1802,2020-08-01,214,57.7898,-111.9589,Fort McMurray Forest Area,East Boreal,21,87.8,-11.54304467583,9.703204e-06
1803,2020-08-01,214,57.7856,-111.7909,Fort McMurray Forest Area,East Boreal,1,87.2,-16.533598181987,6.6001e-08
1804,2020-08-01,214,57.7812,-111.623,Fort McMurray Forest Area,East Boreal,1,87.2,-10.611888393886,2.4620946e-05
1805,2020-08-01,214,57.7767,-111.455,Fort McMurray Forest Area,East Boreal,12,87.4,-10.792897130209,2.0544492e-05
1806,2020-08-01,214,57.7718,-111.2872,Fort McMurray Forest Area,East Boreal,12,87.9,-11.625757368181,8.932928e-06
1807,2020-08-01,214,57.7668,-111.1194,Fort McMurray Forest Area,East Boreal,12,88.4,-7.500272596739,0.000552628055
1808,2020-08-01,214,57.7616,-110.9517,Fort McMurray Forest Area,East Boreal,1,89.0,-10.778728373264,2.0837648e-05
1809,2020-08-01,214,57.7561,-110.784,Fort McMurray Forest Area,East Boreal,1,89.5,-11.612079048749,9.055954e-06
1810,2020-08-01,214,57.7504,-110.6164,Fort McMurray Forest Area,East Boreal,13,90.0,-11.644182030969,8.76985e-06
1811,2020-08-01,214,57.7445,-110.4488,Fort McMurray Forest Area,East Boreal,13,90.5,-13.527409730399,1.33389e-06
1812,2020-08-01,214,57.7383,-110.2813,Fort McMurray Forest Area,East Boreal,1,90.9,-14.099564037864,7.52726e-07
1813,2020-08-01,214,57.732,-110.1139,Fort McMurray Forest Area,East Boreal,1,91.1,-15.751832586202,1.44233e-07
1814,2020-08-01,214,57.7244,-110.0183,Fort McMurray Forest Area,East Boreal,12,91.3,-15.827546828853,1.33716e-07
1861,2020-08-01,214,57.7308,-113.8123,Fort McMurray Forest Area,East Boreal,6,89.5,-14.100607691729,7.51941e-07
1862,2020-08-01,214,57.7291,-113.6444,Fort McMurray Forest Area,East Boreal,6,89.3,-13.697476231267,1.125281e-06
1863,2020-08-01,214,57.7272,-113.4764,Fort McMurray Forest Area,East Boreal,6,89.1,-12.474999854405,3.82098e-06
1864,2020-08-01,214,57.7251,-113.3085,Fort McMurray Forest Area,East Boreal,6,88.8,-14.022548670017,8.12988e-07
1865,2020-08-01,214,57.7227,-113.1407,Fort McMurray Forest Area,East Boreal,6,88.4,-12.497441314967,3.736187e-06
1866,2020-08-01,214,57.7201,-112.9728,Fort McMurray Forest Area,East Boreal,6,88.2,-11.527979998007,9.850485e-06
1867,2020-08-01,214,57.7173,-112.805,Fort McMurray Forest Area,East Boreal,6,88.3,-11.847487691122,7.156462e-06
1868,2020-08-01,214,57.7143,-112.6372,Fort McMurray Forest Area,East Boreal,21,88.7,-11.289025825772,1.2509298e-05
1869,2020-08-01,214,57.7111,-112.4695,Fort McMurray Forest Area,East Boreal,21,89.0,-10.716388775907,2.2177973e-05
1870,2020-08-01,214,57.7076,-112.3017,Fort McMurray Forest Area,East Boreal,21,88.9,-12.015127173132,6.051931e-06
1871,2020-08-01,214,57.7039,-112.1341,Fort McMurray Forest Area,East Boreal,21,88.3,-11.065460136889,1.5643176e-05
1872,2020-08-01,214,57.7,-111.9664,Fort McMurray Forest Area,East Boreal,21,87.6,-10.537350562606,2.6526214e-05
1873,2020-08-01,214,57.6959,-111.7988,Fort McMurray Forest Area,East Boreal,6,87.0,-10.473265848215,2.8281742e-05
1874,2020-08-01,214,57.6915,-111.6313,Fort McMurray Forest Area,East Boreal,1,87.0,-10.967915447484,1.7245959e-05
1875,2020-08-01,214,57.687,-111.4638,Fort McMurray Forest Area,East Boreal,12,87.4,-10.779372999769,2.082422e-05
1876,2020-08-01,214,57.6822,-111.2964,Fort McMurray Forest Area,East Boreal,12,87.8,-9.688390909667,6.1995243e-05
1877,2020-08-01,214,57.6772,-111.129,Fort McMurray Forest Area,East Boreal,12,88.4,-7.593918158551,0.000503250985
1878,2020-08-01,214,57.6719,-110.9617,Fort McMurray Forest Area,East Boreal,1,88.9,-10.551788437974,2.6145994e-05
1879,2020-08-01,214,57.6665,-110.7944,Fort McMurray Forest Area,East Boreal,1,89.5,-12.061113178645,5.77993e-06
1880,2020-08-01,214,57.6608,-110.6272,Fort McMurray Forest Area,East Boreal,1,90.0,-11.452670784523,1.0620957e-05
1881,2020-08-01,214,57.6549,-110.4601,Fort McMurray Forest Area,East Boreal,1,90.5,-12.392306870944,4.150379e-06
1882,2020-08-01,214,57.6488,-110.293,Fort McMurray Forest Area,East Boreal,1,90.8,-13.460378960734,1.426366e-06
1883,2020-08-01,214,57.6424,-110.126,Fort McMurray Forest Area,East Boreal,12,91.1,-14.992619120278,3.08168e-07
1884,2020-08-01,214,57.636,-110.0244,Fort McMurray Forest Area,East Boreal,12,91.2,-14.579249933718,4.65921e-07
1931,2020-08-01,214,57.641,-113.8152,Fort McMurray Forest Area,East Boreal,6,89.2,-15.610237372361,1.66173e-07
1932,2020-08-01,214,57.6393,-113.6477,Fort McMurray Forest Area,East Boreal,6,89.0,-14.2943547869,6.19499e-07
1933,2020-08-01,214,57.6374,-113.4802,Fort McMurray Forest Area,East Boreal,6,88.7,-13.845674224305,9.70286e-07
1934,2020-08-01,214,57.6353,-113.3127,Fort McMurray Forest Area,East Boreal,21,88.3,-12.730987570668,2.95802e-06
1935,2020-08-01,214,57.6329,-113.1452,Fort McMurray Forest Area,East Boreal,6,87.9,-11.810137167156,7.428812e-06
1936,2020-08-01,214,57.6303,-112.9778,Fort McMurray Forest Area,East Boreal,21,87.5,-11.134334961907,1.4602036e-05
1937,2020-08-01,214,57.6275,-112.8104,Fort McMurray Forest Area,East Boreal,21,87.6,-12.228446339307,4.88935e-06
1938,2020-08-01,214,57.6245,-112.643,Fort McMurray Forest Area,East Boreal,21,88.1,-11.875932535428,6.955767e-06
1939,2020-08-01,214,57.6213,-112.4757,Fort McMurray Forest Area,East Boreal,6,88.5,-9.174041515473,0.000103685819
1940,2020-08-01,214,57.6179,-112.3084,Fort McMurray Forest Area,East Boreal,21,88.5,-9.96921411508,4.6817152e-05
1941,2020-08-01,214,57.6142,-112.1411,Fort McMurray Forest Area,East Boreal,21,88.1,-10.518392747803,2.7033877e-05
1942,2020-08-01,214,57.6103,-111.9739,Fort McMurray Forest Area,East Boreal,21,87.5,-10.487556987313,2.7880449e-05
1943,2020-08-01,214,57.6062,-111.8067,Fort McMurray Forest Area,East Boreal,1,87.0,-11.847346272867,7.157474e-06
1944,2020-08-01,214,57.6018,-111.6396,Fort McMurray Forest Area,East Boreal,1,87.0,-9.666925846425,6.3340274e-05
1945,2020-08-01,214,57.5973,-111.4725,Fort McMurray Forest Area,East Boreal,12,87.3,-9.915626641303,4.9394275e-05
1946,2020-08-01,214,57.5925,-111.3055,Fort McMurray Forest Area,East Boreal,12,87.8,-7.401475177195,0.000609979418
1947,2020-08-01,214,57.5875,-111.1385,Fort McMurray Forest Area,East Boreal,12,88.4,-10.006447670079,4.5106113e-05
1948,2020-08-01,214,57.5823,-110.9716,Fort McMurray Forest Area,East Boreal,1,88.9,-8.987235606044,0.00012497953
1949,2020-08-01,214,57.5768,-110.8048,Fort McMurray Forest Area,East Boreal,1,89.5,-11.638149696562,8.822913e-06
1950,2020-08-01,214,57.5712,-110.638,Fort McMurray Forest Area,East Boreal,1,90.0,-11.770581586095,7.72855e-06
1951,2020-08-01,214,57.5653,-110.4712,Fort McMurray Forest Area,East Boreal,12,90.4,-12.423413314342,4.023263e-06
1952,2020-08-01,214,57.5592,-110.3046,Fort McMurray Forest Area,East Boreal,12,90.7,-12.132230263561,5.383156e-06
1953,2020-08-01,214,57.5529,-110.138,Fort McMurray Forest Area,East Boreal,12,91.0,-15.733026937194,1.46972e-07
1954,2020-08-01,214,57.5468,-110.0304,Fort McMurray Forest Area,East Boreal,12,91.1,-13.98593082644,8.4331e-07
2001,2020-08-01,214,57.5511,-113.8181,Fort McMurray Forest Area,East Boreal,6,88.9,-14.324863790491,6.00884e-07
2002,2020-08-01,214,57.5494,-113.651,Fort McMurray Forest Area,East Boreal,6,88.6,-15.188340571035,2.53389e-07
2003,2020-08-01,214,57.5475,-113.4839,Fort McMurray Forest Area,East Boreal,6,88.3,-13.473774769322,1.407386e-06
2004,2020-08-01,214,57.5454,-113.3169,Fort McMurray Forest Area,East Boreal,6,87.9,-12.987405596666,2.288972e-06
2005,2020-08-01,214,57.5431,-113.1498,Fort McMurray Forest Area,East Boreal,21,87.4,-11.876307800728,6.953157e-06
2006,2020-08-01,214,57.5405,-112.9828,Fort McMurray Forest Area,East Boreal,21,87.0,-12.259794764476,4.738455e-06
2007,2020-08-01,214,57.5378,-112.8158,Fort McMurray Forest Area,East Boreal,21,87.0,-11.719502724421,8.133568e-06
2008,2020-08-01,214,57.5348,-112.6488,Fort McMurray Forest Area,East Boreal,21,87.6,-11.227709586846,1.3300314e-05
2009,2020-08-01,214,57.5315,-112.4819,Fort McMurray Forest Area,East Boreal,6,88.1,-9.615960628845,6.6651881e-05
2010,2020-08-01,214,57.5281,-112.315,Fort McMurray Forest Area,East Boreal,21,88.2,-10.808603285435,2.0224344e-05
2011,2020-08-01,214,57.5244,-112.1482,Fort McMurray Forest Area,East Boreal,21,88.0,-10.472464065683,2.8304426e-05
2012,2020-08-01,214,57.5205,-111.9814,Fort McMurray Forest Area,East Boreal,6,87.5,-10.112982270557,4.0548052e-05
2013,2020-08-01,214,57.5164,-111.8146,Fort McMurray Forest Area,East Boreal,1,87.1,-9.90104998518,5.0119515e-05
2014,2020-08-01,214,57.5121,-111.6479,Fort McMurray Forest Area,East Boreal,1,87.1,-9.001452582804,0.000123215487
2015,2020-08-01,214,57.5076,-111.4812,Fort McMurray Forest Area,East Boreal,12,87.4,-7.754575556619,0.000428592386
2016,2020-08-01,214,57.5028,-111.3146,Fort McMurray Forest Area,East Boreal,1,87.8,-7.221907786968,0.000729874521
2017,2020-08-01,214,57.4978,-111.148,Fort McMurray Forest Area,East Boreal,12,88.4,-8.860550025134,0.000141856881
2018,2020-08-01,214,57.4926,-110.9815,Fort McMurray Forest Area,East Boreal,1,88.9,-9.606760110028,6.7267902e-05
2019,2020-08-01,214,57.4872,-110.8151,Fort McMurray Forest Area,East Boreal,1,89.5,-10.902907848217,1.8404299e-05
2020,2020-08-01,214,57.4816,-110.6487,Fort McMurray Forest Area,East Boreal,1,89.9,-11.416709865845,1.1009843e-05
2021,2020-08-01,214,57.4757,-110.4823,Fort McMurray Forest Area,East Boreal,1,90.3,-12.06044646097,5.783785e-06
2022,2020-08-01,214,57.4696,-110.3161,Fort McMurray Forest Area,East Boreal,1,90.6,-12.228336210754,4.889888e-06
2023,2020-08-01,214,57.4633,-110.1499,Fort McMurray Forest Area,East Boreal,12,90.9,-13.490328866358,1.38428e-06
2024,2020-08-01,214,57.4574,-110.0365,Fort McMurray Forest Area,East Boreal,12,91.0,-14.100532842077,7.51997e-07
2071,2020-08-01,214,57.4613,-113.821,Fort McMurray Forest Area,East Boreal,21,88.6,-13.961719320815,8.63977e-07
2072,2020-08-01,214,57.4596,-113.6543,Fort McMurray Forest Area,East Boreal,21,88.4,-13.573970821065,1.273206e-06
2073,2020-08-01,214,57.4577,-113.4877,Fort McMurray Forest Area,East Boreal,21,88.0,-14.531929289441,4.88498e-07
2074,2020-08-01,214,57.4556,-113.321,Fort McMurray Forest Area,East Boreal,21,87.5,-13.028539589801,2.196728e-06
2075,2020-08-01,214,57.4533,-113.1544,Fort McMurray Forest Area,East Boreal,21,87.0,-12.812094730838,2.727575e-06
2076,2020-08-01,214,57.4507,-112.9877,Fort McMurray Forest Area,East Boreal,21,86.6,-11.440106706418,1.075524e-05
2077,2020-08-01,214,57.448,-112.8212,Fort McMurray Forest Area,East Boreal,21,86.6,-11.931698013022,6.578495e-06
2078,2020-08-01,214,57.445,-112.6546,Fort McMurray Forest Area,East Boreal,21,87.2,-9.285434118113,9.2757047e-05
2079,2020-08-01,214,57.4418,-112.4881,Fort McMurray Forest Area,East Boreal,6,87.8,-10.901707449787,1.8426405e-05
2080,2020-08-01,214,57.4383,-112.3216,Fort McMurray Forest Area,East Boreal,21,88.1,-10.411553924593,3.0081987e-05
2081,2020-08-01,214,57.4347,-112.1552,Fort McMurray Forest Area,East Boreal,6,87.9,-10.308159773912,3.3358661e-05
2082,2020-08-01,214,57.4308,-111.9888,Fort McMurray Forest Area,East Boreal,6,87.5,-9.120351308601,0.000109404261
2083,2020-08-01,214,57.4267,-111.8224,Fort McMurray Forest Area,East Boreal,1,87.2,-10.108977977298,4.0710737e-05
2084,2020-08-01,214,57.4224,-111.6561,Fort McMurray Forest Area,East Boreal,1,87.2,-8.099147496531,0.000303705751
2085,2020-08-01,214,57.4179,-111.4898,Fort McMurray Forest Area,East Boreal,1,87.5,-7.944204885253,0.00035458604
2086,2020-08-01,214,57.4131,-111.3236,Fort McMurray Forest Area,East Boreal,1,87.9,-10.157404644932,3.8786301e-05
2087,2020-08-01,214,57.4082,-111.1575,Fort McMurray Forest Area,East Boreal,1,88.4,-8.860909142371,0.000141805954
2088,2020-08-01,214,57.403,-110.9913,Fort McMurray Forest Area,East Boreal,1,89.0,-11.106101833424,1.5020166e-05
2089,2020-08-01,214,57.3976,-110.8253,Fort McMurray Forest Area,East Boreal,1,89.5,-11.065472384861,1.5642984e-05
2090,2020-08-01,214,57.392,-110.6593,Fort McMurray Forest Area,East Boreal,1,89.9,-11.181226702828,1.3933136e-05
2091,2020-08-01,214,57.3861,-110.4934,Fort McMurray Forest Area,East Boreal,12,90.2,-11.043377164123,1.5992461e-05
2092,2020-08-01,214,57.3801,-110.3275,Fort McMurray Forest Area,East Boreal,12,90.5,-13.094753244136,2.055985e-06
2093,2020-08-01,214,57.3738,-110.1617,Fort McMurray Forest Area,East Boreal,12,90.7,-10.852248350712,1.9360654e-05
2094,2020-08-01,214,57.3679,-110.0425,Fort McMurray Forest Area,East Boreal,12,90.9,-13.103427626852,2.038228e-06
2141,2020-08-01,214,57.3714,-113.8239,Fort McMurray Forest Area,East Boreal,21,88.4,-15.640786037815,1.61173e-07
2142,2020-08-01,214,57.3698,-113.6576,Fort McMurray Forest Area,East Boreal,21,88.1,-12.103306471011,5.541131e-06
2143,2020-08-01,214,57.3679,-113.4914,Fort McMurray Forest Area,East Boreal,21,87.7,-12.69966292167,3.052145e-06
2144,2020-08-01,214,57.3658,-113.3251,Fort McMurray Forest Area,East Boreal,21,87.3,-14.687678620812,4.18044e-07
2145,2020-08-01,214,57.3635,-113.1589,Fort McMurray Forest Area,East Boreal,21,86.8,-13.006798318655,2.24501e-06
2146,2020-08-01,214,57.3609,-112.9927,Fort McMurray Forest Area,East Boreal,21,86.4,-12.256223771064,4.755406e-06
2147,2020-08-01,214,57.3582,-112.8265,Fort McMurray Forest Area,East Boreal,6,86.4,-12.274036824044,4.671448e-06
2148,2020-08-01,214,57.3552,-112.6603,Fort McMurray Forest Area,East Boreal,21,87.0,-10.406749853737,3.0226846e-05
2149,2020-08-01,214,57.352,-112.4942,Fort McMurray Forest Area,East Boreal,6,87.6,-10.088930241319,4.1535097e-05
2150,2020-08-01,214,57.3486,-112.3281,Fort McMurray Forest Area,East Boreal,6,88.0,-9.749749579363,5.8305864e-05
2151,2020-08-01,214,57.3449,-112.1621,Fort McMurray Forest Area,East Boreal,1,87.9,-8.991763971446,0.000124414927
2152,2020-08-01,214,57.3411,-111.9961,Fort McMurray Forest Area,East Boreal,1,87.6,-11.006714049659,1.6589665e-05
2153,2020-08-01,214,57.337,-111.8302,Fort McMurray Forest Area,East Boreal,1,87.4,-6.957354579117,0.000950705956
2154,2020-08-01,214,57.3327,-111.6643,Fort McMurray Forest Area,East Boreal,1,87.4,-6.787517205021,0.001126494889
2155,2020-08-01,214,57.3282,-111.4984,Fort McMurray Forest Area,East Boreal,1,87.6,-7.252883828574,0.000707628226
2156,2020-08-01,214,57.3235,-111.3326,Fort McMurray Forest Area,East Boreal,1,88.0,-8.273877166579,0.000255029272
2157,2020-08-01,214,57.3185,-111.1668,Fort McMurray Forest Area,East Boreal,1,88.5,-7.948083688067,0.000353213819
2158,2020-08-01,214,57.3133,-111.0011,Fort McMurray Forest Area,East Boreal,1,89.0,-9.524621518377,7.3026034e-05
2159,2020-08-01,214,57.308,-110.8355,Fort McMurray Forest Area,East Boreal,1,89.4,-10.993956609899,1.6802659e-05
2160,2020-08-01,214,57.3024,-110.6699,Fort McMurray Forest Area,East Boreal,1,89.8,-12.215412711501,4.953493e-06
2161,2020-08-01,214,57.2965,-110.5044,Fort McMurray Forest Area,East Boreal,1,90.1,-12.874408088235,2.562799e-06
2162,2020-08-01,214,57.2905,-110.3389,Fort McMurray Forest Area,East Boreal,1,90.4,-13.316067964233,1.6478e-06
2163,2020-08-01,214,57.2843,-110.1735,Fort McMurray Forest Area,East Boreal,12,90.6,-12.012519510627,6.067733e-06
2164,2020-08-01,214,57.2783,-110.0484,Fort McMurray Forest Area,East Boreal,12,90.7,-12.130306747338,5.393521e-06
2216,2020-08-01,214,57.2711,-112.9976,Fort McMurray Forest Area,East Boreal,21,86.4,-12.840062258278,2.652349e-06
2217,2020-08-01,214,57.2684,-112.8318,Fort McMurray Forest Area,East Boreal,6,86.4,-12.029889552677,5.963246e-06
2218,2020-08-01,214,57.2654,-112.666,Fort McMurray Forest Area,East Boreal,6,86.9,-11.653421838354,8.689193e-06
2219,2020-08-01,214,57.2622,-112.5003,Fort McMurray Forest Area,East Boreal,6,87.5,-10.203270302987,3.7047586e-05
2220,2020-08-01,214,57.2588,-112.3347,Fort McMurray Forest Area,East Boreal,6,88.0,-10.314011501973,3.3164031e-05
2221,2020-08-01,214,57.2552,-112.169,Fort McMurray Forest Area,East Boreal,1,88.0,-9.433108794771,8.0023612e-05
2222,2020-08-01,214,57.2513,-112.0034,Fort McMurray Forest Area,East Boreal,1,87.8,-8.523817531874,0.000198640045
2223,2020-08-01,214,57.2473,-111.8379,Fort McMurray Forest Area,East Boreal,1,87.6,-7.717204533059,0.000444905109
2224,2020-08-01,214,57.243,-111.6724,Fort McMurray Forest Area,East Boreal,1,87.6,-6.260438173155,0.001906765822
2225,2020-08-01,214,57.2385,-111.5069,Fort McMurray Forest Area,East Boreal,1,87.7,-6.843238382366,0.001065507084
2226,2020-08-01,214,57.2338,-111.3415,Fort McMurray Forest Area,East Boreal,1,88.1,-6.962624114601,0.000945714079
2227,2020-08-01,214,57.2288,-111.1761,Fort McMurray Forest Area,East Boreal,1,88.5,-9.479211704004,7.6418318e-05
2228,2020-08-01,214,57.2237,-111.0108,Fort McMurray Forest Area,East Boreal,1,89.0,-8.457241040923,0.000212312062
2229,2020-08-01,214,57.2183,-110.8456,Fort McMurray Forest Area,East Boreal,1,89.4,-8.332663015444,0.000240472813
2230,2020-08-01,214,57.2127,-110.6804,Fort McMurray Forest Area,East Boreal,1,89.7,-10.762024557349,2.1188632e-05
2231,2020-08-01,214,57.207,-110.5153,Fort McMurray Forest Area,East Boreal,1,90.0,-10.602508126042,2.4852978e-05
2232,2020-08-01,214,57.2009,-110.3502,Fort McMurray Forest Area,East Boreal,1,90.2,-13.098360613554,2.048582e-06
2233,2020-08-01,214,57.1947,-110.1852,Fort McMurray Forest Area,East Boreal,12,90.4,-11.819448668448,7.35996e-06
2234,2020-08-01,214,57.1887,-110.0544,Fort McMurray Forest Area,East Boreal,12,90.6,-13.248094007183,1.763702e-06
2286,2020-08-01,214,57.1813,-113.0024,Fort McMurray Forest Area,East Boreal,6,86.4,-12.153727749582,5.268668e-06
2287,2020-08-01,214,57.1785,-112.837,Fort McMurray Forest Area,East Boreal,1,86.5,-10.426601920161,2.9632716e-05
2288,2020-08-01,214,57.1756,-112.6717,Fort McMurray Forest Area,East Boreal,1,87.0,-10.010331539612,4.4931274e-05
2289,2020-08-01,214,57.1724,-112.5064,Fort McMurray Forest Area,East Boreal,1,87.5,-10.438000880086,2.9296861e-05
2290,2020-08-01,214,57.169,-112.3411,Fort McMurray Forest Area,East Boreal,1,88.0,-10.455086972945,2.8800559e-05
2291,2020-08-01,214,57.1654,-112.1759,Fort McMurray Forest Area,East Boreal,1,88.1,-10.076295614995,4.2063184e-05
2292,2020-08-01,214,57.1616,-112.0107,Fort McMurray Forest Area,East Boreal,1,87.9,-9.983013043381,4.6175592e-05
2293,2020-08-01,214,57.1575,-111.8455,Fort McMurray Forest Area,East Boreal,1,87.8,-9.192635116369,0.000101775933
2294,2020-08-01,214,57.1533,-111.6804,Fort McMurray Forest Area,East Boreal,1,87.7,-5.419651813839,0.004409161585
2295,2020-08-01,214,57.1488,-111.5154,Fort McMurray Forest Area,East Boreal,1,87.9,-7.441512608295,0.000586053876
2296,2020-08-01,214,57.1441,-111.3504,Fort McMurray Forest Area,East Boreal,1,88.2,-8.402613895646,0.000224230022
