240 54.4104 -114.7692 2020 8 1 24.7 61.4 18.0 0.0 85.2 17.1 196.5 5.4 28.0 10.2
240 49.8793 -114.3827 2020 8 1 27.5 50.0 15.0 0.0 90.3 112.7 369.8 9.5 127.9 33.8
240 49.0293 -113.5951 2020 8 1 22.6 65.0 11.0 0.0 86.1 60.0 213.5 4.3 70.5 14.3
240 56.3035 -116.4302 2020 8 1 25.8 56.0 5.0 0.0 88.4 19.0 140.9 4.4 28.5 8.7
240 50.4147 -114.7264 2020 8 1 29.2 34.0 8.0 0.0 91.5 77.0 282.2 7.9 91.6 25.8
240 55.9012 -115.76 2020 8 1 25.8 51.0 6.0 0.0 87.9 26.4 144.5 4.3 36.3 9.8
240 55.553 -114.1774 2020 8 1 22.5 52.8 26.0 0.0 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
240 53.0386 -115.4358 2020 8 1 22.5 72.9 15.0 0.8 82.2 18.9 78.6 3.1 23.6 5.6
240 57.2061 -112.3133 2020 8 1 25.5 49.0 11.0 0.0 89.3 26.3 129.7 6.8 34.9 13.9
240 49.4315 -114.3589 2020 8 1 23.5 63.6 11.0 0.0 87.3 85.5 317.6 5.0 102.3 19.7
240 52.1315 -115.4288 2020 8 1 20.0 67.9 17.0 0.0 77.5 9.3 94.4 2.1 14.9 2.7
240 49.3936 -114.3408 2020 8 1 30.0 44.0 11.0 0.0 90.1 108.2 324.7 7.6 118.1 28.1
240 54.4494 -110.7622 2020 8 1 24.0 70.0 13.0 0.0 78.7 10.6 303.4 1.9 19.4 2.9
240 53.988 -118.1862 2020 8 1 24.2 39.3 4.0 0.0 84.5 13.1 112.3 2.4 20.2 3.9
240 55.5623 -112.4049 2020 8 1 22.8 51.0 14.0 0.0 87.5 18.2 96.6 6.1 24.8 10.5
240 55.6897 -111.2847 2020 8 1 25.3 42.0 8.0 0.0 90.0 30.9 159.8 6.5 41.6 14.6
240 50.9258 -115.124 2020 8 1 27.9 36.0 9.0 0.0 91.1 58.4 379.8 7.8 84.4 24.5
240 57.1353 -110.8942 2020 8 1 26.6 34.0 8.0 0.0 90.5 24.5 82.4 6.9 28.1 12.4
240 57.1117 -118.3333 2020 8 1 25.4 61.0 9.0 0.0 88.0 18.5 92.5 5.1 24.7 9.1
240 54.5928 -120.0092 2020 8 1 22.1 100.0 7.0 0.0 51.4 22.8 179.8 0.3 34.6 0.4
240 58.686 -114.9947 2020 8 1 23.0 50.2 15.0 0.0 87.4 14.0 137.2 6.3 22.3 10.3
240 56.1608 -111.7198 2020 8 1 24.7 41.0 16.0 0.0 89.7 23.1 83.5 9.2 27.3 15.5
240   2020 8 1 20.9 86.0 4.0 0.0 81.4 24.1 190.7 1.6 36.7 3.9
240 56.7683 -112.4878 2020 8 1 28.2 46.0 16.0 0.0 88.8 16.8 152.0 8.1 26.3 13.7
240 57.1677 -117.664 2020 8 1 23.8 64.0 10.0 0.0 87.3 30.5 141.1 4.8 39.6 11.2
240 56.3203 -119.7479 2020 8 1 22.9 72.0 5.0 0.0 86.0 33.3 298.3 3.1 52.1 9.3
240 59.912 -118.9631 2020 8 1 26.5 49.0 16.0 0.0 89.9 30.0 128.8 9.5 37.9 18.7
240 56.6175 -110.4944 2020 8 1 26.2 37.6 8.0 0.0 90.0 17.1 167.7 6.4 27.3 11.6
240   2020 8 1 26.6 49.0 8.0 0.0 89.6 25.5 278.2 6.1 41.5 14.0
240 56.4611 -113.1913 2020 8 1 25.0 51.8 12.0 0.0 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
240 54.9411 -114.04 2020 8 1 25.0 51.0 5.0 0.0 84.9 12.7 179.5 2.7 21.6 4.5
240 53.8614 -116.6657 2020 8 1 17.2 76.3 13.0 0.01 75.0 9.9 25.4 1.5 10.0 0.9
240   2020 8 1 25.7 42.0 4.0 0.0 90.1 33.1 178.8 5.4 45.3 13.2
240 51.6547 -115.3617 2020 8 1 27.4 45.0 14.0 0.0 89.5 58.6 343.9 8.0 82.2 24.6
240   2020 8 1 26.6 56.0 14.0 0.0 88.6 23.9 181.3 7.2 36.0 14.6
240 53.5513 -116.503 2020 8 1 21.8 74.2 6.0 0.6 79.5 9.9 72.9 1.5 14.8 1.4
240 52.6549 -115.7246 2020 8 1 22.5 72.9 6.0 0.0 71.0 10.5 124.4 0.9 17.4 0.7
240 55.1457 -114.8153 2020 8 1 22.0 60.0 21.0 0.0 83.9 10.0 124.4 5.2 16.7 7.4
240 55.319 -116.197 2020 8 1 26.5 56.0 9.0 0.0 86.4 18.8 147.6 4.0 28.5 8.0
240 55.0473 -115.6016 2020 8 1 22.7 61.7 29.0 0.0 82.8 7.6 33.9 6.8 9.7 7.1
240 54.7802 -112.8248 2020 8 1 25.0 48.0 18.0 0.0 88.4 35.7 249.2 8.4 52.6 20.2
