"FFMC","s(FFMC)"
66.3,-0.409502218090729
66.4,-0.407298538791229
66.5,-0.405075750028809
66.6,-0.402833532898066
66.7,-0.4005715684936
66.8,-0.398289537910006
66.9,-0.395987122241884
67,-0.393664002583831
67.1,-0.391319860030445
67.2,-0.388954375676323
67.3,-0.386567230616064
67.4,-0.384158105944265
67.5,-0.381726682755525
67.6,-0.37927264214444
67.7,-0.376795665205609
67.8,-0.374295433033629
67.9,-0.371771626723099
68,-0.369223927368616
68.1,-0.366652016064777
68.2,-0.364055573906182
68.3,-0.361434281987428
68.4,-0.358787821403111
68.5,-0.356115873247831
68.6,-0.353418118616185
68.7,-0.350694238602771
68.8,-0.347943914302187
68.9,-0.34516682680903
69,-0.342362657217898
69.1,-0.339531086623389
69.2,-0.336671796120102
69.3,-0.333784466802633
69.4,-0.33086877976558
69.5,-0.327924416103542
69.6,-0.324951056911116
69.7,-0.321948383282901
69.8,-0.318916076313492
69.9,-0.31585381709749
70,-0.312761286729491
70.1,-0.309638166304093
70.2,-0.306484136915895
70.3,-0.303298879659493
70.4,-0.300082075629486
70.5,-0.296833405920471
70.6,-0.293552551627047
70.7,-0.290239193843811
70.8,-0.286893013665361
70.9,-0.283513692186294
71,-0.280100910501209
71.1,-0.276654349704703
71.2,-0.273173690891375
71.3,-0.269658615155822
71.4,-0.266108803592641
71.5,-0.262523937296431
71.6,-0.25890369736179
71.7,-0.255247764883315
71.8,-0.251555820955604
71.9,-0.247827546673254
72,-0.244062623130865
72.1,-0.240260731423033
72.2,-0.236421552644356
72.3,-0.232544767889433
72.4,-0.22863005825286
72.5,-0.224677104829236
72.6,-0.220685588713159
72.7,-0.216655190999227
72.8,-0.212585592782036
72.9,-0.208476475156185
73,-0.204327519216273
73.1,-0.200138406056895
73.2,-0.195908816772652
73.3,-0.19163843245814
73.4,-0.187326934207956
73.5,-0.1829740031167
73.6,-0.178579320278968
73.7,-0.174142566789359
73.8,-0.169663423742471
73.9,-0.1651415722329
74,-0.160576693355245
74.1,-0.155968485713858
74.2,-0.151316962248188
74.3,-0.146622407789141
74.4,-0.141885116132615
74.5,-0.13710538107451
74.6,-0.132283496410724
74.7,-0.127419755937157
74.8,-0.122514453449708
74.9,-0.117567882744275
75,-0.112580337616758
75.1,-0.107552111863056
75.2,-0.102483499279068
75.3,-0.0973747936606936
75.4,-0.0922262888038303
75.5,-0.0870382785043788
75.6,-0.0818110565582363
75.7,-0.0765449167613039
75.8,-0.0712401529094799
75.9,-0.0658970587986624
76,-0.060515928224752
76.1,-0.055097054983646
76.2,-0.0496407328712456
76.3,-0.0441472556834482
76.4,-0.0386169172161531
76.5,-0.0330500112652599
76.6,-0.0274468316266667
76.7,-0.0218076720962739
76.8,-0.0161328264699794
76.9,-0.010422588543683
77,-0.00467725211328399
77.1,0.0011028890253201
77.2,0.00691754107622908
77.3,0.0127664102435441
77.4,0.0186492027313655
77.5,0.024565624743795
77.6,0.0305153824849337
77.7,0.0364981821588817
77.8,0.0425137299697411
77.9,0.0485617321216112
78,0.0546418948185943
78.1,0.0607539242647918
78.2,0.0668975266643029
78.3,0.0730724082212304
78.4,0.079278275139673
78.5,0.0855148336237333
78.6,0.0917817898775129
78.7,0.0980788501051108
78.8,0.10440572051063
78.9,0.110762107298169
79,0.117147716671831
79.1,0.123562254835716
79.2,0.130005427993924
79.3,0.136476942350559
79.4,0.142976504109718
79.5,0.149503819475504
79.6,0.156058594652019
79.7,0.162640535843362
79.8,0.169249349253635
79.9,0.175884741086939
80,0.182546417547373
80.1,0.189234084839041
80.2,0.195947449166042
80.3,0.202686216732478
80.4,0.209450093742448
80.5,0.216238786400056
80.6,0.223052000909401
80.7,0.229889443474583
80.8,0.236750820299706
80.9,0.243635837588868
81,0.25054420154617
81.1,0.257475618375716
81.2,0.264429794281604
81.3,0.271406435467937
81.4,0.278405248138813
81.5,0.285425938498336
81.6,0.292468212750606
81.7,0.299531777099723
81.8,0.306616337749789
81.9,0.313721600904905
82,0.32084727276917
82.1,0.327993059546689
82.2,0.335158667441558
82.3,0.342343802657883
82.4,0.34954817139976
82.5,0.356771479871293
82.6,0.364013434276583
82.7,0.37127374081973
82.8,0.378552105704835
82.9,0.385848235135998
83,0.393161835317322
83.1,0.400492612452907
83.2,0.407840272746854
83.3,0.415204522403264
83.4,0.422585067626237
83.5,0.429981614619875
83.6,0.43739386958828
83.7,0.44482153873555
83.8,0.452264328265789
83.9,0.459721944383096
84,0.467194093291572
84.1,0.474680481195319
84.2,0.482180814298438
84.3,0.489694798805029
84.4,0.497222140919193
84.5,0.504762546845031
84.6,0.512315722786645
84.7,0.519881388786205
84.8,0.527459374783566
84.9,0.535049563125735
85,0.542651836482473
85.1,0.550266077523542
85.2,0.557892168918703
85.3,0.565529993337718
85.4,0.573179433450347
85.5,0.580840371926354
85.6,0.588512691435499
85.7,0.596196274647543
85.8,0.603891004232249
85.9,0.611596762859376
86,0.619313433198687
86.1,0.627040897919945
86.2,0.634779039692909
86.3,0.642527741187342
86.4,0.650286885073003
86.5,0.658056354019657
86.6,0.665836030697063
86.7,0.673625797774983
86.8,0.68142553792318
86.9,0.689235133811413
87,0.697054468109444
87.1,0.704883423487036
87.2,0.712721882613949
87.3,0.720569728159946
87.4,0.728426842794786
87.5,0.736293109188233
87.6,0.744168410010047
87.7,0.75205262792999
87.8,0.759945645617823
87.9,0.767847345743308
88,0.775757610976206
88.1,0.783676323986279
88.2,0.791603367443287
88.3,0.799538624016994
88.4,0.807481976377159
88.5,0.815433307193545
88.6,0.823392499135914
88.7,0.831359434874025
88.8,0.839333997077642
88.9,0.847316068416524
89,0.855305531560435
89.1,0.863302269179135
89.2,0.871306163942386
89.3,0.879317098519949
89.4,0.887334955581585
89.5,0.895359617797056
89.6,0.903390967836125
89.7,0.911428888368551
89.8,0.919473262064098
89.9,0.927523971592524
90,0.935580899623594
90.1,0.943643928827068
90.2,0.951712941872706
90.3,0.959787821430273
90.4,0.967868450169526
90.5,0.97595471076023
90.6,0.984046485872145
90.7,0.992143658175032
90.8,1.00024611033866
90.9,1.00835372503277
91,1.01646638492715
91.1,1.02458397269154
91.2,1.03270637099571
91.3,1.04083346250943
91.4,1.04896512990245
91.5,1.05710125584453
91.6,1.06524172300544
91.7,1.07338641405493
91.8,1.08153521166278
91.9,1.08968799849873
92,1.09784465723256
92.1,1.10600507053402
92.2,1.11416912107287
92.3,1.12233669151888
92.4,1.13050766454181
92.5,1.13868192281141
92.6,1.14685934899746
92.7,1.15503982576971
92.8,1.16322323579792
92.9,1.17140946175186
93,1.17959838630128
93.1,1.18778989211596
93.2,1.19598386186564
93.3,1.20418017822009
93.4,1.21237872384907
93.5,1.22057938142235
93.6,1.22878203360968
93.7,1.23698656308083
93.8,1.24519285250556
93.9,1.25340078455363
94,1.26161024189479
94.1,1.26982110719882
94.2,1.27803326313548
94.3,1.28624659237452
94.4,1.2944609775857
94.5,1.3026763014388
94.6,1.31089244660356
94.7,1.31910929574976
94.8,1.32732673154715
94.9,1.33554463666549
95,1.34376289377455
95.1,1.35198138554408
95.2,1.36019999464386
95.3,1.36841862329867
95.4,1.37663725195348
95.5,1.3848558806083
95.6,1.39307450926311
95.7,1.40129313791792
95.8,1.40951176657274
95.9,1.41773039522755
96,1.42594902388236
96.1,1.43416765253718
96.2,1.44238628119199
96.3,1.4506049098468
96.4,1.45882353850162
96.5,1.46704216715643
96.6,1.47526079581124
96.7,1.48347942446606
96.8,1.49169805312087
96.9,1.49991668177568
97,1.5081353104305
97.1,1.51635393908531
97.2,1.52457256774013
97.3,1.53279119639494
97.4,1.54100982504975
97.5,1.54922845370457
97.6,1.55744708235938
97.7,1.56566571101419
97.8,1.57388433966901
97.9,1.58210296832382
98,1.59032159697863
98.1,1.59854022563345
98.2,1.60675885428826
98.3,1.61497748294307
98.4,1.62319611159789
98.5,1.6314147402527
98.6,1.63963336890751
98.7,1.64785199756233
98.8,1.65607062621714
98.9,1.66428925487195
99,1.67250788352677
99.1,1.68072651218158
99.2,1.68894514083639
99.3,1.69716376949121
99.4,1.70538239814602
99.5,1.71360102680083
99.6,1.72181965545565
99.7,1.73003828411046
99.8,1.73825691276528
99.9,1.74647554142009
100,1.7546941700749
