"DIST_ROAD","s(DIST_ROAD)"
71200,0.621433846154065
71300,0.625409180098611
71400,0.629353055996374
71500,0.633264646546686
71600,0.637143124448879
71700,0.640987662402284
71800,0.644797433106234
71900,0.648571609260061
72000,0.652309363563096
72100,0.656009868714672
72200,0.659672297414121
72300,0.663295822360775
72400,0.666879616253966
72500,0.670422851793025
72600,0.673924701677285
72700,0.677384338606077
72800,0.680800935278735
72900,0.684173664394589
73000,0.687501698652971
73100,0.690784210753215
73200,0.694020373394651
73300,0.697209359276612
73400,0.700350341098429
73500,0.703442491559436
73600,0.706484983358962
73700,0.709476989196342
73800,0.712417681770906
73900,0.715306233781987
74000,0.718141817928917
74100,0.720923606911027
74200,0.72365077342765
74300,0.726322490178118
74400,0.728937929861762
74500,0.731496265177915
74600,0.733996668825908
74700,0.736438313505075
74800,0.738820371914746
74900,0.741142016754253
75000,0.743402420722929
75100,0.745600756520106
75200,0.747736196845115
75300,0.749807914397289
75400,0.75181508187596
75500,0.75375687198046
75600,0.755632457410119
75700,0.757441010864272
75800,0.759181705042249
75900,0.760853712643383
76000,0.762456206367006
76100,0.763988358912449
76200,0.765449342979045
76300,0.766838331266125
76400,0.768154496473022
76500,0.769397011299067
76600,0.770565048443594
76700,0.771657780605932
76800,0.772674380485416
76900,0.773614020781375
77000,0.774475874193144
77100,0.775259113420053
77200,0.775962911161434
77300,0.77658644011662
77400,0.777128891348372
77500,0.77759025190781
77600,0.777971593043865
77700,0.778274063741729
77800,0.778498812986595
77900,0.778646989763654
78000,0.7787197430581
78100,0.778718221855126
78200,0.778643575139923
78300,0.778496951897683
78400,0.778279501113599
78500,0.777992371772864
78600,0.777636712860671
78700,0.777213673362212
78800,0.776724402262678
78900,0.776170048547263
79000,0.775551761201159
79100,0.774870689209559
79200,0.774127981557654
79300,0.773324787230638
79400,0.772462255213703
79500,0.771541534492041
79600,0.770563774050845
79700,0.769530122875307
79800,0.76844172995062
79900,0.767299744261976
80000,0.766105314794567
80100,0.764859590533587
80200,0.763563720464227
80300,0.76221885357168
80400,0.760826138841138
80500,0.759386725257794
80600,0.757901761806842
80700,0.756372397473471
80800,0.754799781242875
80900,0.753185062100248
81000,0.75152938903078
81100,0.749833911019665
81200,0.748099777052095
81300,0.746328136113263
81400,0.74452013718836
81500,0.742676929262581
81600,0.740799661321116
81700,0.738889482349158
81800,0.7369475413319
81900,0.734974987254534
82000,0.732972969102253
82100,0.73094263586025
82200,0.728885136513715
82300,0.726801620047843
82400,0.724693235447825
82500,0.722561131698855
82600,0.720406457786123
82700,0.718230362694824
82800,0.716033995410149
82900,0.713818504917291
83000,0.711585040201442
83100,0.709334750247795
83200,0.707068784041542
83300,0.704788290567875
83400,0.702494418811988
83500,0.700188317759072
83600,0.697871136394321
83700,0.695544023702925
83800,0.693208128670079
83900,0.690864600280974
84000,0.688514587520802
84100,0.686159239374757
84200,0.683799704828031
84300,0.681437132865816
84400,0.679072672473304
84500,0.676707472635689
84600,0.674342682338162
84700,0.671979450565916
84800,0.669618926304144
84900,0.667262258538037
85000,0.664910596252789
85100,0.662565088433592
85200,0.660226884065638
85300,0.65789713213412
85400,0.65557698162423
85500,0.65326758152116
85600,0.650970080810104
85700,0.648685628476253
85800,0.6464153735048
85900,0.644160464880938
86000,0.641922051589859
86100,0.639701282616755
86200,0.637499306946819
86300,0.635317273565242
86400,0.633156331457219
86500,0.631017629607941
86600,0.628902317002601
86700,0.626811542626391
86800,0.624746455464503
86900,0.622708204502131
87000,0.620697938724466
87100,0.6187168071167
87200,0.616765958664028
87300,0.61484654235164
87400,0.612959707164729
87500,0.611106602088488
87600,0.60928837610811
87700,0.607506178208785
87800,0.605761157375709
87900,0.604054459548365
88000,0.602386800264882
88100,0.600758023624672
88200,0.599167868459992
88300,0.5976160736031
88400,0.596102377886252
88500,0.594626520141705
88600,0.593188239201716
88700,0.591787273898542
88800,0.59042336306444
88900,0.589096245531667
89000,0.58780566013248
89100,0.586551345699136
89200,0.585333041063892
89300,0.584150485059004
89400,0.58300341651673
89500,0.581891574269327
89600,0.580814697149051
89700,0.57977252398816
89800,0.578764793618911
89900,0.577791244873559
90000,0.576851616584364
90100,0.57594564758358
90200,0.575073076703466
90300,0.574233642776278
90400,0.573427084634274
90500,0.572653141109709
90600,0.571911551034842
90700,0.571202053241929
90800,0.570524386563226
90900,0.569878289830992
91000,0.569263501877483
91100,0.568679761534955
91200,0.568126807635666
91300,0.567604379011873
91400,0.567112214495833
91500,0.566650052919803
91600,0.566217633116038
91700,0.565814693916798
91800,0.565440974154338
91900,0.565096212660915
92000,0.564780148268788
92100,0.564492519810211
92200,0.564233066117443
92300,0.564001526022739
92400,0.563797638358359
92500,0.563621141956557
92600,0.563471775649591
92700,0.563349278269719
92800,0.563253388649196
92900,0.563183845620281
93000,0.563140388015229
93100,0.563122754666299
93200,0.563130684405745
93300,0.563163916065827
93400,0.563222188478801
93500,0.563305240476923
93600,0.563412810892451
93700,0.563544638557642
93800,0.563700462304752
93900,0.563880020966038
94000,0.564083053373758
94100,0.564309298360168
94200,0.564558494757526
94300,0.564830381398088
94400,0.565124697114111
94500,0.565441180737852
94600,0.565779571101569
94700,0.566139607037517
94800,0.566521027377955
94900,0.566923570955138
95000,0.567346976601324
95100,0.567790983148771
95200,0.568255329429734
95300,0.568739754276471
95400,0.569243996521238
95500,0.569767794996294
95600,0.570310888533894
95700,0.570873015966296
95800,0.571453916125756
95900,0.572053327844531
96000,0.572670989954879
96100,0.573306641289057
96200,0.573960020679321
96300,0.574630866957928
96400,0.575318918957135
96500,0.5760239155092
96600,0.576745595446378
96700,0.577483697600928
96800,0.578237960805106
96900,0.579008123891168
97000,0.579793925691373
97100,0.580595105037977
97200,0.581411400763236
97300,0.582242551699408
97400,0.58308829667875
97500,0.583948374533519
97600,0.584822524095971
97700,0.585710484198364
97800,0.586611993672955
97900,0.587526791352
98000,0.588454616067756
98100,0.589395206652481
98200,0.590348301938431
98300,0.591313640757864
98400,0.592290961943036
98500,0.593280004326203
98600,0.594280506739625
98700,0.595292208015556
98800,0.596314846986254
98900,0.597348162483976
99000,0.598391893340979
99100,0.599445778389521
99200,0.600509556461856
99300,0.601582966390244
99400,0.602665747006941
99500,0.603757637144203
99600,0.604858375634288
99700,0.605967701309452
99800,0.607085353001953
99900,0.608211069544048
1e+05,0.609344589767993
100100,0.610485652506045
100200,0.611633996590463
100300,0.612789360853501
100400,0.613951484127417
100500,0.615120105244468
100600,0.616294963036913
100700,0.617475796337005
100800,0.618662343977004
100900,0.619854344789166
101000,0.621051537605747
101100,0.622253661259007
101200,0.623460454581199
101300,0.624671656404583
101400,0.625887005561414
101500,0.62710624088395
101600,0.628329101204448
101700,0.629555325355164
101800,0.630784652168356
101900,0.632016820476281
102000,0.633251569111194
102100,0.634488636905355
102200,0.635727762691019
102300,0.636968685300442
102400,0.638211143565884
102500,0.639454876319599
102600,0.640699622393846
102700,0.641945120620881
102800,0.64319110983296
102900,0.644437328862342
103000,0.645683516541283
103100,0.64692941170204
103200,0.64817475317687
103300,0.649419279798029
103400,0.650662730397776
103500,0.651904843808365
103600,0.653145358862056
103700,0.654384014391105
103800,0.655620549227768
103900,0.656854702204302
104000,0.658086212152965
104100,0.65931483315291
104200,0.660540475292846
104300,0.661763140068522
104400,0.662982830132916
104500,0.664199548139006
104600,0.665413296739765
104700,0.666624078588174
104800,0.667831896337206
104900,0.66903675263984
105000,0.670238650149052
105100,0.671437591517819
105200,0.672633579399118
105300,0.673826616445925
105400,0.675016705311216
105500,0.67620384864797
105600,0.677388049109162
105700,0.678569309347769
105800,0.679747632016769
105900,0.680923019769136
106000,0.682095475257849
106100,0.683265001135885
106200,0.684431600056219
106300,0.685595274671829
106400,0.686756027635691
106500,0.687913861600781
106600,0.689068779220078
106700,0.690220783146557
106800,0.691369876033196
106900,0.692516060532969
107000,0.693659339298857
107100,0.694799714983833
107200,0.695937190240875
107300,0.69707176772296
107400,0.698203450083065
107500,0.699332239974166
107600,0.700458140049239
107700,0.701581152961263
107800,0.702701281363213
107900,0.703818527908067
108000,0.7049328952488
108100,0.70604438603839
108200,0.707153002929812
108300,0.708258748576046
108400,0.709361625630065
108500,0.710461636744849
108600,0.711558784573372
108700,0.712653071768613
108800,0.713744500983548
108900,0.714833074871153
109000,0.715918796084404
109100,0.71700166727628
109200,0.718081691099756
109300,0.71915887020781
109400,0.720233207253418
109500,0.721304704889557
109600,0.722373365769202
109700,0.723439192545333
109800,0.724502187870924
109900,0.725562354398953
110000,0.726619694782396
110100,0.727674211674231
110200,0.728725907727433
110300,0.72977478559498
110400,0.730820847929849
110500,0.731864097385015
110600,0.732904536613456
110700,0.733942168268148
110800,0.734976995002069
110900,0.736009019468195
111000,0.737038244319502
111100,0.738064672208967
111200,0.739088305789569
111300,0.740109147714282
111400,0.741127200636082
111500,0.742142467207949
111600,0.743154950082858
111700,0.744164651913785
111800,0.745171575353708
111900,0.746175723055603
112000,0.747177097672447
112100,0.748175701857217
112200,0.749171538262888
112300,0.750164609542439
112400,0.751154918348846
112500,0.752142467335085
112600,0.753127259154134
112700,0.754109296458969
112800,0.755088581902567
112900,0.756065118137904
113000,0.757038907817956
113100,0.758009953595703
113200,0.758978258124118
113300,0.759943824056181
113400,0.760906654044866
113500,0.76186675074315
113600,0.762824116804012
113700,0.763778754880426
113800,0.764730667625371
113900,0.765679857691822
114000,0.766626327732757
114100,0.767570080401152
114200,0.768511118349984
114300,0.769449444232229
114400,0.770385060700866
114500,0.771317970408869
114600,0.772248176009215
114700,0.773175680154883
114800,0.774100485498848
114900,0.775022594694086
115000,0.775942010393575
115100,0.776858735250292
115200,0.777772771917212
115300,0.778684123047314
115400,0.779592791293573
115500,0.780498779308968
115600,0.781402089746472
115700,0.782302725259064
115800,0.783200688499722
115900,0.78409598212142
116000,0.784988608777135
116100,0.785878571119847
116200,0.786765871802529
116300,0.787650513478159
116400,0.788532498799715
116500,0.789411830420171
116600,0.790288510992506
116700,0.791162543169696
116800,0.792033929604719
116900,0.792902672950549
117000,0.793768775860165
117100,0.794632240986543
117200,0.795493070982658
117300,0.796351268501491
117400,0.797206836196014
117500,0.798059776719207
117600,0.798910092724045
117700,0.799757786863505
117800,0.800602861790566
117900,0.801445320158201
118000,0.802285164619388
118100,0.803122397827105
118200,0.803957022434329
118300,0.804789041094035
118400,0.805618456459199
118500,0.8064452711828
118600,0.807269487917815
118700,0.808091109317217
118800,0.808910138033987
118900,0.8097265767211
119000,0.810540428031532
119100,0.811351694618261
119200,0.812160379134264
119300,0.812966484232515
119400,0.813770012565994
119500,0.814570966787677
119600,0.815369349550539
119700,0.816165163507557
119800,0.81695841131171
119900,0.817749095615973
120000,0.818537219073323
120100,0.819322784336736
120200,0.82010579405919
120300,0.820886250893662
120400,0.821664157493126
120500,0.822439516510563
120600,0.823212330598946
120700,0.823982602411253
120800,0.82475033460046
120900,0.825515529819545
121000,0.826278190721485
