"INF","s(INF)"
0,-1.96282070187741
0.01,-1.87864946110018
0.02,-1.79466318625029
0.03,-1.71108958892739
0.04,-1.62815664044893
0.05,-1.54609231213235
0.06,-1.46512457529509
0.07,-1.3854814012546
0.08,-1.30739076132832
0.09,-1.23108062683369
0.1,-1.15677896908816
0.11,-1.08471375940918
0.12,-1.01511296911418
0.13,-0.948204569520604
0.14,-0.884216531945904
0.15,-0.82337682770752
0.16,-0.765913428122896
0.17,-0.712054304509476
0.18,-0.662027428184703
0.19,-0.616060770466021
0.2,-0.574382302670873
0.21,-0.537219996116703
0.22,-0.504801822120956
0.23,-0.477355752001073
0.24,-0.455040358034297
0.25,-0.437607921623952
0.26,-0.424663314898524
0.27,-0.415811203070501
0.28,-0.410656251352375
0.29,-0.408803124956636
0.3,-0.409856489095771
0.31,-0.413421008982273
0.32,-0.41910134982863
0.33,-0.426502176847333
0.34,-0.435228155250871
0.35,-0.444883950251735
0.36,-0.455074227062413
0.37,-0.465403650895396
0.38,-0.475476886963174
0.39,-0.484916238858871
0.4,-0.493490205342373
0.41,-0.501039564555784
0.42,-0.507405608139584
0.43,-0.512429627734248
0.44,-0.515952914980255
0.45,-0.517816761518081
0.46,-0.517862458988204
0.47,-0.515931299031102
0.48,-0.511864573287252
0.49,-0.50550357339713
0.5,-0.496689591001215
0.51,-0.485263917739983
0.52,-0.471067845253913
0.53,-0.453942665183481
0.54,-0.433729669169164
0.55,-0.41027014885144
0.56,-0.383405395870787
0.57,-0.352976701867681
0.58,-0.318825358482601
0.59,-0.280792657356022
0.6,-0.238719890128424
0.61,-0.192456088335038
0.62,-0.14222673925668
0.63,-0.0887952115253248
0.64,-0.0329661930339251
0.65,0.0244556283245682
0.66,0.0826655646572033
0.67,0.140858928071029
0.68,0.198231030673094
0.69,0.253977184570446
0.7,0.307292701870134
0.71,0.357372894679207
0.72,0.403413075104713
0.73,0.444608555253701
0.74,0.480154647233219
0.75,0.50924510207243
0.76,0.529797625169294
0.77,0.536148272640011
0.78,0.522009377901012
0.79,0.48109327436873
0.8,0.407112295459597
0.81,0.298589796773568
0.82,0.17339505738941
0.83,0.0542594305175517
0.84,-0.0360857306052432
0.85,-0.0749090727422127
0.86,-0.0394792426565937
0.87,0.0897261642670046
0.88,0.288345364745649
0.89,0.500230022849187
0.9,0.668521547825646
0.91,0.736361348923054
0.92,0.647214752799639
0.93,0.405995777559941
0.94,0.15133111884387
0.95,0.0357347325432883
0.96,0.111662798213729
0.97,0.322289813874164
0.98,0.605249672375168
0.99,0.904341218704872
