"FFMC","s(FFMC)"
88.5,0.44878412068863
88.6,0.452949213431275
88.7,0.457112098533666
88.8,0.461272799733872
88.9,0.465431340769958
89,0.469587745379993
89.1,0.473742037302044
89.2,0.477894240274178
89.3,0.482044378034462
89.4,0.486192474320964
89.5,0.49033855287175
89.6,0.494482637424888
89.7,0.498624751718445
89.8,0.502764919490489
89.9,0.506903164479087
90,0.511039510422305
90.1,0.515173981058211
90.2,0.519306600124873
90.3,0.523437391360357
90.4,0.527566378502732
90.5,0.531693585290063
90.6,0.535819035460419
90.7,0.539942752751866
90.8,0.544064760902472
90.9,0.548185083650304
91,0.552303744733429
91.1,0.556420767889915
91.2,0.560536176857828
91.3,0.564649995375237
91.4,0.568762247180208
91.5,0.572872956010808
91.6,0.576982145605105
91.7,0.581089839701166
91.8,0.585196062037059
91.9,0.589300836350849
92,0.593404186380605
92.1,0.597506135864394
92.2,0.601606708540284
92.3,0.605705928146341
92.4,0.609803818420632
92.5,0.613900403101225
92.6,0.617995705926187
92.7,0.622089750633586
92.8,0.626182560961488
92.9,0.630274160647961
93,0.634364573431072
93.1,0.638453823048888
93.2,0.642541933239477
93.3,0.646628927740906
93.4,0.650714830291241
93.5,0.654799664628551
93.6,0.658883454490903
93.7,0.662966223616363
93.8,0.667047995742999
93.9,0.671128794608878
94,0.675208643952068
94.1,0.679287567510636
94.2,0.683365589022648
94.3,0.687442732226173
94.4,0.691519020859277
94.5,0.695594478660027
94.6,0.699669129366492
94.7,0.703742996716737
94.8,0.707816104448831
94.9,0.71188847630084
95,0.715960136010833
95.1,0.720031107316875
95.2,0.724101413957035
95.3,0.728171079669379
95.4,0.732240128191975
95.5,0.73630858326289
95.6,0.740376468620192
95.7,0.744443808001947
95.8,0.748510625146222
95.9,0.752576943791086
96,0.756642787674604
96.1,0.760708180534846
96.2,0.764773146109877
96.3,0.768837708137765
96.4,0.772901890356577
96.5,0.77696571650438
96.6,0.781029210319243
96.7,0.785092395539231
96.8,0.789155295902412
96.9,0.793217935146854
97,0.797280337010623
97.1,0.801342525231787
97.2,0.805404523548413
97.3,0.809466355698569
97.4,0.81352804542032
97.5,0.817589616451736
97.6,0.821651092530883
97.7,0.825712497395828
97.8,0.829773854784639
97.9,0.833835188435382
98,0.837896518129781
98.1,0.84195784782418
98.2,0.846019177518579
98.3,0.850080507212978
98.4,0.854141836907377
98.5,0.858203166601776
98.6,0.862264496296175
98.7,0.866325825990574
98.8,0.870387155684973
98.9,0.874448485379371
99,0.87850981507377
99.1,0.882571144768169
99.2,0.886632474462568
99.3,0.890693804156967
99.4,0.894755133851366
99.5,0.898816463545764
99.6,0.902877793240164
99.7,0.906939122934562
99.8,0.911000452628962
99.9,0.91506178232336
100,0.919123112017759
