"FISHNET_AB","X","Y","COMBINED_STATIC_EFFECTS"
5129,-117.251337656,53.4902822251,-5.89943620727535
5130,-117.100660031,53.493026542,-6.32075418137347
5131,-116.949958465,53.4955809811,-6.27661489013439
5132,-116.79923467,53.4979454769,-5.93033576832373
5133,-116.648490358,53.5001199692,-5.96324046283423
5134,-116.497727244,53.5021044022,-6.57722779115785
5135,-116.346947044,53.5038987252,-6.75432490924326
5136,-116.196151476,53.5055028923,-6.59608447397164
5137,-116.045342257,53.5069168624,-6.57252473586714
5138,-115.894521107,53.5081405993,-6.4863469119634
5139,-115.743689746,53.5091740718,-6.18365637355787
5140,-115.592849895,53.5100172533,-6.07326901315218
5141,-115.442003275,53.5106701223,-6.09788513987395
5183,-119.633403169,53.3708412703,-72.6997960479244
5184,-119.486109176,53.3711360753,-71.5703408681836
5185,-119.329838757,53.3491432335,-8.70525132389013
5192,-118.298304862,53.37598745,-8.55703285401901
5193,-118.148158223,53.380045451,-8.81974469929319
5194,-117.997975976,53.3839147788,-8.55206093186871
5195,-117.847759804,53.3875953352,-5.69422744878755
5196,-117.697511396,53.3910870264,-5.05583259888382
5197,-117.54723244,53.3943897637,-5.36691564233472
5198,-117.396924629,53.3975034631,-6.52569158019453
5199,-117.246589656,53.4004280454,-7.04845466561889
5200,-117.096229217,53.403163436,-7.62816492566921
5201,-116.945845009,53.4057095653,-7.5855788645342
5202,-116.795438733,53.4080663684,-5.97212445426812
5203,-116.645012088,53.4102337853,-5.89400554794952
5204,-116.494566777,53.4122117608,-7.19790259995197
5205,-116.344104503,53.4140002444,-6.74578351156737
5206,-116.193626971,53.4155991905,-7.08354326769241
5207,-116.043135888,53.4170085583,-6.60264443109187
5208,-115.892632959,53.4182283119,-6.48214619619794
5209,-115.742119893,53.4192584202,-6.802727777565
5210,-115.591598398,53.4200988568,-6.18896109544838
5211,-115.441070183,53.4207496004,-5.80170488428968
5262,-118.291379713,53.2862109902,-9.11729412596766
5263,-118.141547028,53.290255819,-9.39481477290402
5264,-117.991678988,53.2941125847,-9.35171269462551
5265,-117.841777269,53.2977811897,-5.78463471903045
5266,-117.691843544,53.3012615409,-5.61904025584204
5267,-117.541879491,53.3045535502,-6.08953824803314
5268,-117.39188679,53.3076571341,-6.72066474205925
5269,-117.241867122,53.3105722139,-6.36199932033946
5270,-117.091822171,53.3132987156,-6.93950350110795
5271,-116.941753623,53.31583657,-5.9573636293178
5272,-116.791663165,53.3181857126,-6.14487715816784
5273,-116.641552484,53.3203460839,-7.09861361242297
5274,-116.491423272,53.3223176289,-7.74046629982779
5275,-116.341277219,53.3241002976,-6.66991306071017
5276,-116.191116019,53.3256940446,-7.02329431557842
5277,-116.040941363,53.3270988294,-6.55970798406941
5278,-115.890754949,53.3283146164,-6.4334338340772
5279,-115.740558469,53.3293413746,-6.40442504026401
5280,-115.590353622,53.3301790779,-5.99544712087389
5281,-115.440142103,53.330827705,-5.77467872177123
5335,-117.835826739,53.2079652195,-5.43503280631718
5336,-117.68620602,53.211434278,-7.34246686862779
5337,-117.53655519,53.214715604,-6.28465917410197
5338,-117.386875917,53.2178091146,-6.27602099151608
5339,-117.237169871,53.2207147316,-6.6742543644036
5340,-117.087438724,53.2234323815,-6.05273429612548
5341,-116.937684148,53.2259619955,-5.82543747613777
5342,-116.787907819,53.2283035097,-6.47841050282042
5343,-116.638111413,53.2304568647,-7.14603474732436
5344,-116.488296608,53.2324220062,-7.12071173935457
5345,-116.338465084,53.2341988842,-6.73357016139004
5346,-116.188618521,53.2357874539,-6.30590293013855
5347,-116.038758599,53.2371876749,-6.41557790803489
5348,-115.888887003,53.2383995118,-7.11895963075184
5349,-115.739005414,53.2394229339,-6.27996085070792
5350,-115.589115517,53.2402579153,-5.90941204562417
5351,-115.439218996,53.2409044347,-5.29377457530635
5352,-115.289317537,53.2413624759,-5.2506765280011
5406,-117.680598606,53.1216052394,-7.49604914535121
5407,-117.531259332,53.1248759266,-5.89361131434527
5408,-117.381891818,53.1279594057,-5.95855235891083
5409,-117.232497722,53.1308555993,-5.79835438526128
5410,-117.083078705,53.1335644342,-5.23035911725011
5411,-116.933636426,53.1360858421,-5.58447291079027
5412,-116.78417255,53.1384197596,-6.25083695191789
5413,-116.634688741,53.1405661277,-7.08701199103409
5414,-116.485186664,53.1425248922,-7.16256393660781
5415,-116.335667988,53.1442960037,-6.82348587298487
5416,-116.18613438,53.1458794176,-6.29991204630004
5417,-116.03658751,53.1472750938,-6.66198634651896
5418,-115.887029049,53.1484829972,-6.78422438709225
5419,-115.737460667,53.1495030971,-6.26366167791411
5420,-115.587884036,53.1503353679,-6.28558269826531
5421,-115.438300829,53.1509797885,-5.52811062305912
5423,-115.139121378,53.1517050188,-5.13804740923803
5476,-117.675021089,53.031774427,-10.4624945375332
5477,-117.525991714,53.0350345193,-9.35464503983098
5478,-117.376934301,53.0381080087,-5.43163455233023
5479,-117.227850496,53.0409948178,-6.12477713164392
5480,-117.078741946,53.0436948743,-6.7452063293659
5481,-116.929610302,53.0462081102,-6.62735250795976
5482,-116.780457214,53.0485344625,-5.48856809359141
5483,-116.631284336,53.0506738726,-6.4284237477415
5484,-116.482093321,53.0526262866,-6.81922853734228
5485,-116.332885824,53.0543916557,-6.88338326602887
5486,-116.183663502,53.0559699352,-6.22107780124025
5487,-116.034428013,53.0573610855,-6.02253105960926
5488,-115.885181016,53.0585650716,-6.19859970715809
5489,-115.735924168,53.0595818631,-6.64427331092621
5490,-115.586659131,53.0604114346,-6.16596293962852
5491,-115.437387564,53.0610537651,-5.7493486432039
5492,-115.28811113,53.0615088384,-5.08063271877335
5547,-117.520752135,52.9451913837,-10.2853873315909
5548,-117.372003176,52.9482549245,-7.16684867980829
5549,-117.223228014,52.951132388,-6.75606995836661
5550,-117.074428283,52.9538237024,-8.0517060838042
5551,-116.925605622,52.9563288001,-7.09902898289901
5552,-116.77676167,52.9586476184,-6.75672097710369
5553,-116.627898068,52.9607800993,-5.85230790523368
5554,-116.479016458,52.9627261892,-6.50634524561514
5555,-116.330118485,52.9644858394,-6.42578548839922
5556,-116.181205792,52.9660590058,-6.53481507383435
5557,-116.032280025,52.9674456489,-6.86143024111127
5558,-115.883342832,52.968645734,-6.04678927280697
5559,-115.734395859,52.9696592309,-6.65192671442176
5560,-115.585440755,52.9704861142,-6.08587784653199
5561,-115.436479168,52.9711263632,-6.36713517678898
5562,-115.287512748,52.9715799618,-6.24089585717392
5563,-115.138543144,52.9718468986,-6.28976443543229
5564,-114.989572005,52.971927167,-6.29815463968812
5566,-114.691631724,52.9715276948,-7.40690343163321
5618,-117.367098257,52.8584001542,-10.2156217691432
5619,-117.2186301,52.8612683107,-7.08122508013005
5620,-117.07013755,52.8639509189,-6.60937977211366
5621,-116.921622233,52.866447912,-6.06835455425777
5622,-116.773085775,52.8687592274,-6.50505248658375
5623,-116.624529808,52.8708848076,-6.03060717454424
5624,-116.47595596,52.8728245995,-6.14188945533509
5625,-116.327365865,52.8745785545,-6.72818184013601
5626,-116.178761155,52.8761466289,-6.57881460949028
5627,-116.030143465,52.8775287834,-6.40513046929909
5628,-115.881514428,52.8787249836,-6.33460994329147
5629,-115.732875682,52.8797351994,-6.15319220295602
5630,-115.584228862,52.8805594057,-6.25821650639525
5631,-115.435575606,52.8811975818,-5.92294200613388
5632,-115.28691755,52.8816497118,-6.19841260748094
5633,-115.138256333,52.8819157843,-6.67232368214805
5635,-114.840930967,52.8818897351,-6.88842721708658
5636,-114.692270094,52.881597614,-7.53967987583179
5637,-114.543612612,52.8811194368,-8.23280475558191
5689,-117.214056581,52.7714025867,-7.95051810125094
5690,-117.065869586,52.7740765246,-8.88989296130247
5691,-116.917659984,52.7765654462,-6.95365662140024
5692,-116.769429392,52.7788692896,-7.10523978369966
5693,-116.621179427,52.7809879975,-6.2397932017263
5694,-116.47291171,52.7829215172,-6.72843721161286
5695,-116.32462786,52.7846698005,-5.95357362376923
5696,-116.176329499,52.7862328038,-6.97700435188171
5697,-116.028018249,52.7876104882,-6.86625634000653
5698,-115.879695734,52.7888028194,-6.86910237569538
5699,-115.731363578,52.7898097676,-6.18954063946614
5700,-115.583023406,52.7906313079,-6.01486718027652
5701,-115.434676842,52.7912674196,-6.04646431725127
5702,-115.286325514,52.791718087,-5.99461105161068
5703,-115.137971046,52.7919832989,-6.60232036228839
5704,-114.989615066,52.7920630485,-6.57440121664633
5705,-114.8412592,52.7919573339,-6.60861746826947
5706,-114.692905074,52.7916661578,-7.52834724087416
5760,-117.061624227,52.6842005198,-9.13638225421878
5761,-116.913718725,52.686681403,-9.09066440074286
5762,-116.76579238,52.688977805,-9.0744874202518
5763,-116.6178468,52.6910896688,-8.09524267207381
5764,-116.469883593,52.693016942,-7.07357919661494
5765,-116.321904367,52.6947595767,-5.94430780317069
5766,-116.173910732,52.6963175297,-6.57728535472972
5767,-116.0259043,52.6976907623,-7.17409186169008
5768,-115.877886682,52.6988792404,-7.33827032363411
5769,-115.729859491,52.6998829345,-6.24105163606124
5770,-115.58182434,52.7007018197,-6.67125519044377
5771,-115.433782844,52.7013358756,-5.87326879292228
5772,-115.285736616,52.7017850864,-5.7075949922
5773,-115.137687272,52.702049441,-5.90716387228124
5774,-114.989636426,52.7021289329,-6.79907608071349
5775,-114.841585692,52.70202356,-6.32597891440066
5776,-114.693536687,52.701733325,-7.22688993218891
5831,-116.909798308,52.5967957828,-10.58521187042
5832,-116.762174604,52.5990847738,-9.12189228479565
5833,-116.614531801,52.6011898214,-7.51828179841341
5834,-116.466871494,52.6031108736,-7.49611773780452
5835,-116.319195282,52.6048478828,-6.02113174573064
5836,-116.171504763,52.6064008062,-6.21764514401122
5837,-116.023801536,52.6077696052,-6.41297749196708
5838,-115.876087202,52.6089542459,-6.72548053859291
5839,-115.728363363,52.6099546992,-7.24429131312814
5840,-115.580631621,52.6107709401,-6.86738061815655
5841,-115.432893577,52.6114029484,-5.84384258021111
5842,-115.285150836,52.6118507087,-5.90395962560557
5843,-115.137405,52.6121142096,-5.98769848513422
5844,-114.989657672,52.6121934448,-5.81255338807216
5845,-114.841910457,52.6120884122,-6.03913125655727
5846,-114.694164957,52.6117991144,-6.464888143824
5901,-116.905898586,52.5069085858,-8.63033824253673
5902,-116.758575928,52.5091901959,-10.5224006997729
5903,-116.611234305,52.511288455,-9.18920630056284
5904,-116.463875302,52.5132033116,-9.246414629745
5905,-116.316500504,52.5149347183,-7.2904707292986
5906,-116.169111501,52.5164826324,-5.71351077156031
5907,-116.021709879,52.5178470159,-5.54425101495981
5908,-115.874297228,52.5190278349,-5.60570691176955
5909,-115.726875139,52.5200250605,-6.35732925063485
5910,-115.579445202,52.5208386679,-6.0685814191416
5911,-115.432009009,52.5214686372,-5.63432040830542
5912,-115.28456815,52.5219149527,-5.7029692834687
5913,-115.137124219,52.5221776034,-5.67859637396171
5914,-114.989678806,52.5222565829,-5.72895952151437
5915,-114.842233505,52.5221518892,-6.51296041453245
5916,-114.694789908,52.5218635249,-6.4972145739519
5970,-117.049022204,52.4145628484,-9.51899947467373
5971,-116.902019414,52.4170198124,-9.86619871239126
5972,-116.754996218,52.4192940715,-10.4940929946993
5973,-116.60795419,52.4213855697,-10.7070596109266
5974,-116.460894903,52.4232942557,-7.36990849738253
5975,-116.313819933,52.4250200826,-6.25121009996894
5976,-116.166730857,52.4265630079,-5.64591464064673
5977,-116.019629251,52.4279229937,-5.89147945469796
5978,-115.872516693,52.4291000065,-6.68016359965931
5979,-115.725394763,52.4300940175,-5.64536807836798
5980,-115.578265041,52.4309050022,-6.45382883065439
5981,-115.431129105,52.4315329406,-5.82839201250845
5982,-115.283988538,52.4319778172,-5.21791182781403
5983,-115.136844919,52.4322396212,-5.39501843423209
6040,-117.044865691,52.3246804073,-8.17411088109253
6041,-116.898160648,52.3271294628,-10.3712987933468
6042,-116.751435341,52.3293964006,-10.4760853967626
6043,-116.604691334,52.3314811652,-10.7101245843832
6044,-116.457930188,52.3333837056,-7.96826834277278
6045,-116.311153469,52.3351039752,-5.54185341497166
6046,-116.164362742,52.3366419319,-7.66634248584703
6047,-116.017559574,52.3379975378,-5.83925150031553
6048,-115.87074553,52.3391707599,-6.83506517707714
6049,-115.72392218,52.3401615694,-6.0441506773326
6050,-115.577091092,52.3409699418,-5.36862826587013
6051,-115.430253834,52.3415958576,-5.57907026733153
6052,-115.283411976,52.3420393012,-5.54385197255927
6053,-115.136567089,52.3423002619,-5.22608040009991
6054,-114.989720741,52.3423787332,-4.22177824702786
6110,-117.040731002,52.2347963585,-8.12789541799534
6111,-116.894322144,52.2372375373,-72.7702828861727
6112,-116.747893165,52.2394971833,-10.5463186286433
6113,-116.601445615,52.2415752415,-9.2379577472524
6114,-116.454981047,52.2434716611,-7.07397709918579
6115,-116.308501014,52.2451863958,-7.93550051222037
6116,-116.16200707,52.2467194038,-8.0952019644208
6117,-116.015500772,52.2480706476,-5.98721992121966
6118,-115.868983674,52.2492400942,-6.77528119995466
6119,-115.722457335,52.250227715,-7.24024578015156
6120,-115.575923312,52.2510334859,-6.13086383254918
6121,-115.429383163,52.2516573871,-5.58695022135128
6122,-115.282838445,52.2520994035,-5.03500101774658
6123,-115.136290719,52.2523595243,-4.6475394333444
6124,-114.989741543,52.252437743,-5.4540929874701
6180,-117.036617985,52.1449107026,-7.38172024016532
6181,-116.890503763,52.1473440362,-8.56866303651218
6182,-116.74436956,52.1495964197,-9.7675020459535
6183,-116.598216915,52.1516677984,-8.74934726193631
6184,-116.45204737,52.1535581218,-6.58337246778319
6185,-116.305862468,52.1552673439,-9.67017646243092
6186,-116.159663753,52.1567954231,-9.28521111634399
6187,-116.013452768,52.1581423223,-7.07561693746999
6188,-115.86723106,52.1593080085,-6.38569280176093
6189,-115.721000175,52.1602924535,-7.26346366520806
6190,-115.574761659,52.1610956332,-6.20138997803504
6191,-115.428517059,52.1617175281,-4.83317340904029
6192,-115.282267923,52.162158123,-4.66743134593051
6193,-115.1360158,52.1624174072,-5.02007298857358
6194,-114.989762236,52.1624953743,-5.65875910067464
6195,-114.843508781,52.1623920226,-5.64811565613129
6251,-116.886705363,52.0574489598,-6.37727216971234
6252,-116.740864396,52.0596941099,-10.4819534218052
6253,-116.595005115,52.0617588358,-10.1305675714377
6254,-116.449129051,52.0636430874,-6.5248833674695
6255,-116.303237737,52.0653468189,-10.8217825685443
6256,-116.157332705,52.0668699892,-10.9340868859678
6257,-116.011415489,52.0682125611,-7.60591370462661
6258,-115.865487624,52.0693745021,-6.12544409451676
6259,-115.719550645,52.0703557839,-5.53087582779574
6260,-115.573606089,52.0711563829,-5.84999866437706
6261,-115.427655491,52.0717762794,-4.90440410200758
6262,-115.281700389,52.0722154585,-5.06159163664075
6263,-115.13574232,52.0724739095,-5.01105937796356
6264,-114.989782821,52.0725516261,-5.08456385057514
6265,-114.843823429,52.0724486065,-5.30984061333039
6322,-116.737377545,51.9697902539,-6.12471554148917
6323,-116.591810097,51.9718483536,-8.23496600159924
6324,-116.446225983,51.9737265576,-7.319734359676
6325,-116.300626723,51.9754248205,-10.8761716381332
6326,-116.15501384,51.9769431014,-10.7317156418946
6327,-116.009388859,51.9782813633,-9.28998763001854
6328,-115.863753302,51.979439574,-10.4881715168168
6329,-115.718108694,51.9804177054,-7.22312770152393
6330,-115.572456561,51.9812157338,-5.6777260004594
6331,-115.426798428,51.98183364,-5.69980594566078
6332,-115.281135822,51.982271409,-4.94635707780042
6333,-115.13547027,51.9825290301,-4.80416018892345
6334,-114.989803298,51.9826064972,-5.6696557580625
6335,-114.844136432,51.9825038083,-5.69223995389703
6336,-114.6984712,51.982220966,-5.95747210012146
6393,-116.588631746,51.8819363517,-8.89185771152597
6394,-116.443338059,51.8838085322,-9.63316840349117
6395,-116.298029332,51.8855013483,-9.8775084812886
6396,-116.152707076,51.8870147591,-11.0343837282876
6397,-116.007372804,51.8883487282,-10.6825051628802
6398,-115.86202803,51.8895032235,-9.27247317093506
6399,-115.716674267,51.890478217,-8.538321018092
6400,-115.571313032,51.8912736852,-8.45892362719608
6401,-115.425945838,51.8918896089,-5.60743587579819
6402,-115.280574202,51.8923259734,-6.10368043346919
6403,-115.13519964,51.8925827679,-4.87887160213265
6404,-114.989823668,51.8926599865,-4.89461026329069
6405,-114.844447802,51.8925576271,-5.62571536061554
6463,-116.583038832,51.7928456261,-7.33790220314953
6464,-116.440465177,51.7938890108,-10.2897678605157
6465,-116.29544547,51.7955764016,-10.7273664457301
6466,-116.150412327,51.7970849619,-9.80426861570772
6467,-116.005367252,51.7984146552,-10.7823549979521
6468,-115.860311746,51.7995654497,-10.6217695829603
6469,-115.715247314,51.8005373178,-7.51278209220263
6470,-115.570175461,51.8013302359,-6.77516987406156
6471,-115.425097691,51.8019441851,-6.26620211066205
6472,-115.280015509,51.8023791506,-4.78244291224723
6473,-115.13493042,51.8026351219,-4.83435560939757
6474,-114.989843932,51.8027120928,-5.29568485555177
6475,-114.844757549,51.8026100616,-5.11092330324911
6538,-115.858604389,51.709626252,-10.1090904092161
6539,-115.713827783,51.7105950069,-7.75418115171985
6540,-115.569043807,51.711385385,-6.35170453110006
6541,-115.424253955,51.7119973675,-5.85314636034385
6542,-115.279459721,51.7124309395,-4.83463589828391
6543,-115.134662601,51.7126860908,-5.05252539558396
6544,-114.98986409,51.7127628152,-5.5136032758154
6545,-114.845065684,51.7126611108,-5.50941120400757
6610,-115.56791803,51.6214391316,-9.57926316841545
6611,-115.4234146,51.6220491551,-5.78867018110771
6612,-115.27890682,51.6224813392,-4.48198312841128
6613,-115.134396172,51.6227356737,-4.83330115960909
6614,-114.989884144,51.6228121524,-5.79793254416144
6615,-114.84537222,51.6227107737,-5.71764407646728
6616,-114.700861885,51.6224315398,-5.78732537172757
6680,-115.566798088,51.5314914747,-9.02676783470811
6681,-115.422579597,51.5320995469,-7.56686731063099
6682,-115.278356784,51.5325303485,-5.59145201605043
6683,-115.134131125,51.5327838695,-5.29947220033678
6684,-114.989904094,51.5328601036,-6.14238343179617
6685,-114.845677166,51.5327590491,-5.60600422265307
6686,-114.701451817,51.5324807084,-5.32743998418308
6750,-115.565683943,51.4415424135,-10.3140145985579
6751,-115.421748915,51.442148542,-10.0083718280086
6752,-115.277809596,51.4425779666,-8.10637854128137
6753,-115.13386745,51.4428306771,-5.30473693692118
6754,-114.989923941,51.4429066675,-4.65833404032558
6755,-114.845980534,51.4428059361,-5.16070902039759
6756,-114.702038695,51.4425284851,-5.5708094800421
6820,-115.564575554,51.3515919469,-8.72221682410986
6821,-115.420922526,51.3521961394,-8.73645336469323
6822,-115.277265235,51.3526241923,-8.05254567110031
6823,-115.133605137,51.3528760956,-5.96342171224629
6824,-114.989943685,51.3529518433,-4.50422417012716
6825,-114.846282335,51.3528514336,-5.42452588664349
6826,-114.702622542,51.3525748689,-5.43030133278228
6891,-115.420100399,51.2622423381,-7.30948189125919
6892,-115.276723683,51.2626690247,-8.27116335774119
6893,-115.133344177,51.2629201239,-6.23297215271233
6894,-114.989963327,51.2629956298,-4.65824902314253
6895,-114.846582578,51.2628955406,-4.42910800081129
6896,-114.703203376,51.2626198587,-4.60222150593186
6961,-115.419282507,51.1722871372,-5.34803201820429
6962,-115.276184919,51.1727124628,-9.55577927058783
6963,-115.133084561,51.172962761,-6.67281939685948
6964,-114.989982868,51.1730380261,-3.8314896282883
6965,-114.846881276,51.1729382562,-2.99484522805796
6966,-114.703781219,51.1726634537,-4.72842517126944
6967,-114.560684134,51.172213625,-5.36301613237589
7031,-115.418468819,51.0823305359,-6.05298506654199
7032,-115.275648925,51.0827545057,-5.72310346081068
7033,-115.13282628,51.083004006,-3.96862304147846
7034,-114.990002309,51.0830790312,-3.69472083125334
7035,-114.847178437,51.0829795793,-4.43023000338911
7036,-114.704356091,51.0827056528,-4.71973313789813
7101,-115.417659309,50.9923725331,-6.46903987659235
7102,-115.275115683,50.9927951523,-6.39405372200738
7103,-115.132569325,50.9930438579,-6.41591221341125
7104,-114.99002165,50.993118644,-4.88358499613067
7105,-114.847474073,50.993019509,-5.04971311733703
7106,-114.704928012,50.992746455,-5.07794691092326
7171,-115.416853947,50.9024131279,-8.05510490663081
7172,-115.274585174,50.9028344018,-7.96059265305515
7173,-115.132313687,50.9030823157,-4.65448783708014
7174,-114.990040891,50.9031568637,-8.16778803078165
7175,-114.847768194,50.9030580443,-5.93403059545129
7176,-114.705497002,50.9027858596,-4.35968022371906
7177,-114.563228721,50.902340316,-4.68623433196723
7241,-115.415977922,50.8124988151,-8.36646593438659
7242,-115.27405738,50.8128722533,-7.58722654236194
7243,-115.132059357,50.8131193784,-6.62270529877572
7244,-114.990060034,50.8131936893,-7.12330585592271
7245,-114.84806081,50.8130951842,-5.14679695193089
7246,-114.70606308,50.8128238654,-5.43449707441789
7247,-114.564068243,50.8123797393,-5.08528473880948
7311,-115.3955994,50.7441960346,-8.99738926436724
7312,-115.265252051,50.726904539,-7.93054843563007
7313,-115.131806326,50.7231550452,-4.97861546148497
7314,-114.99007908,50.7232291198,-6.62058168933457
7315,-114.848351931,50.7231309279,-6.62845859852784
7316,-114.706626267,50.7228604718,-6.51353530807694
7317,-114.564903475,50.7224177576,-5.34498545513447
7318,-114.423184944,50.7218027957,-5.46510797071618
7382,-115.246255931,50.6346328603,-9.91480258322987
7383,-115.131554586,50.6331893151,-4.86033694202447
7384,-114.990098028,50.6332631544,-6.73266925035783
7385,-114.848641567,50.6331652745,-70.561172978246
7386,-114.707186581,50.6328956776,-5.74719294605824
7387,-114.565734448,50.6324543701,-6.15314383769807
7388,-114.424286547,50.6318413621,-5.62355235364901
7452,-115.21768149,50.5626338961,-72.5571527364371
7453,-115.156379004,50.5742520744,-8.5149780380393
7454,-114.962661676,50.5528046395,-6.31674553647111
7455,-114.848929728,50.543198223,-6.42438561134661
7456,-114.707744041,50.5429294822,-8.28707167333217
7457,-114.566561189,50.542489576,-6.40823247696965
7458,-114.42538254,50.5418785144,-5.73775435135233
7524,-114.930768766,50.4859433038,-72.1042262261047
7525,-114.841286569,50.4578277785,-6.4664876944989
7526,-114.708298667,50.4529618846,-6.08788008972544
7527,-114.567383726,50.4525233743,-6.78020266066459
7528,-114.426472961,50.4519142519,-5.41761468832506
7595,-114.80814558,50.3834482769,-9.22802632543901
7596,-114.707996882,50.363114864,-5.53371717332525
7597,-114.568202088,50.3625557644,-5.26656426480717
7598,-114.427557846,50.3619485738,-6.15483492847534
7599,-114.286919103,50.3611713259,-6.38871336546973
7665,-114.78123318,50.3098577341,-72.0702446944099
7666,-114.702073383,50.2735796193,-6.06780483514666
7667,-114.569016302,50.2725867454,-5.40000571385555
7668,-114.428637233,50.2719814793,-6.94668908737993
7669,-114.288263626,50.2712066949,-6.61242043063858
7670,-114.147896824,50.2702624098,-7.22304569548654
7671,-114.007538166,50.2691486457,-7.6196946704746
7736,-114.687029542,50.1849207533,-6.48512541229487
7737,-114.569826395,50.1826163165,-5.62776008762933
7738,-114.429711157,50.1820129677,-5.91690694659067
7739,-114.289601346,50.1812406375,-7.36372671841044
7740,-114.149498294,50.1802993436,-6.60624937053702
7741,-114.009403333,50.1791891072,-7.75007437579505
7806,-114.676444932,50.1021345959,-6.92204268567131
7807,-114.570632394,50.0926444769,-6.48996549855018
7808,-114.430779655,50.0920430383,-6.20954939518313
7809,-114.290932306,50.0912731533,-6.45641728407429
7810,-114.151091672,50.0903348392,-6.23497954747532
7811,-114.011259076,50.0892281174,-8.23667659956355
7812,-113.871435842,50.0879530131,-11.2387110604121
7876,-114.653802032,50.0039331862,-70.8395913412814
7877,-114.571434327,50.0026712259,-6.05527232709509
7878,-114.431842762,50.0020716904,-5.61158768595299
7879,-114.292256552,50.0013042414,-8.67583373372768
7880,-114.152677012,50.0003688961,-6.49864573363722
7881,-114.013105458,49.9992656759,-9.83012239352301
7882,-113.873543204,49.9979946057,-10.7251398634944
7946,-114.664399798,49.9156189253,-6.46775067944896
7947,-114.57223222,49.9126965627,-4.99836932444293
7948,-114.432900513,49.9120989232,-5.13948653019221
7949,-114.293574127,49.9113339012,-7.35352547800278
7950,-114.154254367,49.9104015138,-7.13039721970001
7951,-114.014942541,49.9093017822,-6.85342610526046
7952,-113.875639953,49.908034731,-10.8827381020089
8016,-114.651284709,49.8522727973,-8.10665121175504
8017,-114.572587637,49.8228977644,-5.25877453738314
8018,-114.433952944,49.8221247362,-5.47471135787641
8019,-114.294885075,49.8213621322,-6.11063381968356
8020,-114.155823788,49.8204326917,-8.87867714497397
8021,-114.016770384,49.8193364357,-7.18852503486004
8022,-113.877726158,49.8180733889,-8.78473383426081
8087,-114.572910113,49.7327799046,-6.30988790085512
8088,-114.43500009,49.7321491285,-5.27244615319117
8089,-114.296189438,49.7313889336,-5.55147789086267
8091,-114.018589048,49.7293696361,-6.79851087735883
8092,-113.879801887,49.7281105788,-10.4049534295583
8156,-114.682511593,49.6269116439,-4.62735887886453
8157,-114.574601923,49.6427640928,-3.65294133528112
8158,-114.436041984,49.6421720996,-3.73317748745518
8159,-114.297487261,49.641414305,-5.76098390649569
8161,-114.020398593,49.639401383,-9.22198990272183
8226,-114.684402442,49.576321419,-5.93733900012703
8227,-114.564504341,49.5597298746,-7.57185268261588
8228,-114.43707866,49.5521936489,-4.3697334040321
8229,-114.298778586,49.5514382457,-4.19510977941461
8297,-114.552499039,49.4620771925,-5.64099645886565
8298,-114.438110154,49.4622137755,-4.50726710484194
8299,-114.300063453,49.4614607552,-4.78280143423137
8300,-114.162023168,49.4605429946,-5.27525888185866
8367,-114.544357998,49.3953800635,-6.30868446734849
8368,-114.436190037,49.3739229127,-5.88068272631115
8369,-114.301341906,49.3714818328,-4.69076473984634
8370,-114.16355369,49.3705669656,-5.38504165300301
8371,-114.025773102,49.3694878978,-6.3516577266039
8438,-114.415281791,49.2935269179,-6.30365142773343
8439,-114.302613986,49.2815014781,-6.61861476371265
8440,-114.165076581,49.2805894938,-8.30073621668116
8441,-114.027546757,49.2795138262,-5.761637903728
8508,-114.385962817,49.2217066262,-9.30214297103235
8509,-114.297659151,49.2124829583,-6.97343382404814
8510,-114.159201979,49.196238062,-6.81566064897349
8511,-114.029311583,49.189538299,-7.438021528377
8512,-113.892040047,49.188302875,-6.97159774127767
8584,-113.620028759,49.0953789307,-8.70375917712567
8654,-113.622483843,49.0241331322,-8.6824273837848
